"customer_id","gender","age","senior_citizen","married","num_dependents","zip_code"
"1784-EZDKJ","Male",31,"No","Yes",0,92544
"1785-BPHTP","Male",64,"No","Yes",2,90403
"1790-NESIO","Female",23,"No","No",0,94518
"1791-PQHBB","Female",28,"No","No",2,95623
"1792-UXAFY","Female",80,"Yes","No",0,95110
"1794-HBQTJ","Female",22,"No","No",0,93212
"1794-SWWKL","Male",22,"No","Yes",2,96023
"1796-JANOW","Female",33,"No","No",0,95629
"1803-BGNBD","Female",59,"No","No",0,90402
"1809-DMJHQ","Female",56,"No","No",1,92660
"1810-BOHSY","Male",63,"No","Yes",0,95687
"1810-MVMAI","Male",31,"No","Yes",1,95113
"1813-JLKWR","Female",47,"No","Yes",0,92868
"1813-JYWTO","Female",59,"No","Yes",0,93461
"1814-DKOLC","Female",63,"No","No",0,92354
"1814-WFGVS","Male",53,"No","Yes",3,95974
"1816-FLZDK","Male",34,"No","No",0,92333
"1818-ESQMW","Female",31,"No","No",0,93660
"1820-DJFPH","Female",59,"No","Yes",3,95555
"1820-TQVEV","Male",27,"No","No",0,93638
"1821-BUCWY","Male",35,"No","No",0,93563
"1830-GGFNM","Male",35,"No","Yes",2,95684
"1830-IPXVJ","Female",44,"No","Yes",2,94549
"1832-PEUTS","Male",23,"No","Yes",2,92410
"1833-TCXKK","Male",50,"No","Yes",0,92408
"1833-VGRUM","Female",70,"Yes","No",0,92570
"1834-ABKHQ","Female",59,"No","Yes",2,95485
"1834-WULEG","Male",61,"No","Yes",2,95959
"1837-YQUCE","Female",54,"No","No",0,90620
"1839-FBNFR","Female",35,"No","Yes",1,95634
"1839-UMACK","Male",20,"No","No",0,91106
"1840-BIUOG","Male",23,"No","No",0,94545
"1841-YSJGV","Male",58,"No","Yes",0,91733
"1842-EZJMK","Male",28,"No","Yes",0,95662
"1843-TLSGD","Female",56,"No","Yes",3,96128
"1845-CSBRZ","Female",71,"Yes","Yes",1,91766
"1845-ZLLIG","Male",45,"No","No",0,95258
"1846-XWOQN","Female",80,"Yes","No",0,93426
"1848-LBZHY","Female",19,"No","Yes",0,90242
"1849-RJYIG","Female",43,"No","No",0,94087
"1850-AKQEP","Male",61,"No","No",1,95064
"1852-QSWCD","Male",62,"No","Yes",1,92266
"1852-XEMDW","Male",20,"No","No",0,95552
"1853-ARAAQ","Female",47,"No","No",0,93430
"1853-UDXBW","Male",38,"No","Yes",0,95564
"1855-AGAWH","Male",27,"No","Yes",0,90201
"1855-CFULU","Female",65,"Yes","No",0,94619
"1862-QRWPE","Female",24,"No","Yes",0,90272
"1862-SKORY","Female",66,"Yes","Yes",0,90029
"1866-DIOQZ","Female",23,"No","Yes",0,95436
"1866-NXPSP","Female",48,"No","No",0,95521
"1866-OBPNR","Male",28,"No","Yes",1,95833
"1866-RZZQS","Male",77,"Yes","No",0,92373
"1866-ZSLJM","Male",31,"No","No",0,94972
"1867-BDVFH","Male",35,"No","Yes",0,90056
"1867-TJHTS","Female",47,"No","No",0,95817
"1871-MOWRM","Male",57,"No","Yes",0,94973
"1872-EBWSC","Female",28,"No","No",0,94702
"1875-QIVME","Female",26,"No","Yes",3,91042
"1877-HKBQX","Female",21,"No","No",0,90703
"1891-FZYSA","Male",65,"Yes","Yes",0,95587
"1891-QRQSA","Male",71,"Yes","Yes",0,90241
"1891-UAWWU","Female",79,"Yes","Yes",0,93528
"1894-IGFSG","Female",38,"No","No",0,93535
"1895-QTKDO","Female",38,"No","No",0,92583
"1897-OKVMW","Female",44,"No","Yes",1,95330
"1897-RCFUM","Female",31,"No","Yes",2,95468
"1898-JSNDC","Female",23,"No","No",0,95758
"1899-VXWXM","Male",55,"No","No",0,92130
"1902-XBTFB","Male",39,"No","No",0,91605
"1904-WAJAA","Female",23,"No","Yes",3,92118
"1905-OEILC","Female",42,"No","No",0,93953
"1907-UBQFC","Male",69,"Yes","No",0,94108
"1907-YLNYW","Male",47,"No","No",0,95543
"1910-FMXJM","Female",59,"No","Yes",0,92324
"1915-IOFGU","Female",53,"No","No",0,93531
"1915-OAKWD","Female",56,"No","No",0,94920
"1918-ZBFQJ","Female",48,"No","No",3,91206
"1919-RTPQD","Male",42,"No","Yes",1,93623
"1921-KYSAY","Female",36,"No","No",0,95961
"1925-GMVBW","Female",49,"No","No",0,95965
"1925-LFCZZ","Male",71,"Yes","No",0,91963
"1925-TIBLE","Female",62,"No","Yes",0,90049
"1926-QUZNN","Female",45,"No","Yes",0,93923
"1927-QEWMY","Female",51,"No","Yes",0,91007
"1928-BXYIV","Male",47,"No","No",0,95667
"1929-ZCBHE","Male",27,"No","Yes",1,95634
"1930-BZLHI","Male",31,"No","No",0,95012
"1930-QPBVZ","Male",31,"No","Yes",2,95454
"1930-WNXSB","Male",38,"No","Yes",1,91724
"1932-UEDCX","Male",79,"Yes","Yes",0,95459
"1934-MKPXS","Male",21,"No","Yes",0,95659
"1934-SJVJK","Male",35,"No","No",0,95567
"1935-IMVBB","Male",43,"No","Yes",0,92107
"1936-CZAKF","Male",22,"No","Yes",0,95444
"1936-UAFEH","Female",43,"No","No",0,95666
"1937-OTUKY","Female",32,"No","Yes",0,93955
"1941-HOSAM","Male",20,"No","Yes",3,92101
"1942-OQFRW","Male",62,"No","No",0,94933
"1945-XISKS","Female",22,"No","Yes",0,95370
"1950-KSVVJ","Female",57,"No","Yes",0,91754
"1951-IEYXM","Male",57,"No","Yes",0,91730
"1952-DVVSW","Female",23,"No","Yes",0,95713
"1955-IBMMB","Male",47,"No","No",0,94933
"1956-YIFGE","Male",36,"No","Yes",3,91905
"1958-RNRKS","Male",62,"No","Yes",0,90245
"1960-UOTYM","Male",61,"No","Yes",2,90712
"1960-UYCNN","Male",35,"No","No",0,92036
"1963-SVUCV","Male",59,"No","No",0,96029
"1963-VAUKV","Female",31,"No","No",0,95720
"1964-SVLEA","Male",59,"No","No",0,91786
"1965-AKTSX","Female",65,"Yes","No",0,94514
"1965-DDBWU","Male",37,"No","No",0,92027
"1970-KKFWL","Female",38,"No","No",0,95672
"1971-DTCZB","Female",52,"No","Yes",0,96097
"1972-XMUWV","Female",46,"No","Yes",0,93641
"1976-AZZPJ","Male",47,"No","Yes",0,94520
"1976-CFOCS","Female",69,"Yes","Yes",0,92629
"1977-STDKI","Female",72,"Yes","No",0,95497
"1980-KXVPM","Female",68,"Yes","No",0,92243
"1981-INRFU","Female",44,"No","No",0,92109
"1982-FEBTD","Female",27,"No","Yes",2,92660
"1984-FCOWB","Female",21,"No","Yes",0,93465
"1984-GPTEH","Female",47,"No","No",0,91506
"1985-MBRYP","Female",44,"No","No",0,95223
"1986-PHGZF","Male",73,"Yes","No",0,95635
"1987-AUELQ","Female",46,"No","Yes",0,90018
"1989-PRJHP","Male",75,"Yes","Yes",0,94588
"1991-VOPLL","Female",45,"No","No",0,92069
"1996-DBMUS","Female",72,"Yes","Yes",0,92266
"1998-VHJHK","Female",36,"No","No",0,93101
"2000-DHJUY","Female",67,"Yes","Yes",0,94025
"2000-MPKCA","Female",51,"No","No",0,90732
"2001-EWBQU","Female",23,"No","No",0,95210
"2001-MCUUW","Male",51,"No","No",0,92879
"2002-MZHWP","Female",24,"No","No",0,95315
"2003-CKLOR","Male",62,"No","No",0,96047
"2004-OCQXK","Female",44,"No","No",0,95348
"2005-DWQZJ","Female",26,"No","Yes",1,91381
"2007-QVGAW","Female",51,"No","Yes",1,90630
"2011-TRQYE","Male",59,"No","No",0,94576
"2012-NWRPA","Female",78,"Yes","Yes",0,95355
"2013-SGDXK","Female",27,"No","No",0,95338
"2014-MKGMH","Female",45,"No","No",0,92508
"2017-CCBLH","Female",55,"No","No",0,95571
"2018-PZKMU","Male",32,"No","Yes",3,92701
"2018-QKYGT","Male",19,"No","Yes",3,91775
"2019-HDCZY","Male",35,"No","Yes",0,93223
"2023-VQFDL","Male",42,"No","No",0,92506
"2024-BASKD","Female",23,"No","No",0,93221
"2025-JKFWI","Male",31,"No","No",0,91501
"2026-TGDHM","Female",54,"No","No",0,95425
"2027-CWDNU","Male",45,"No","Yes",3,90291
"2027-DNKIV","Male",28,"No","Yes",3,91977
"2027-FECZV","Male",44,"No","No",0,93205
"2027-OAQQC","Female",64,"No","No",0,95003
"2027-WKXMW","Female",49,"No","Yes",0,94037
"2030-BTZRO","Male",54,"No","Yes",3,91325
"2034-CGRHZ","Male",73,"Yes","No",0,94104
"2034-GDRCN","Female",47,"No","No",0,92122
"2037-SGXHH","Male",25,"No","Yes",0,95226
"2037-XJFUP","Male",24,"No","Yes",0,92592
"2038-LLMLM","Female",35,"No","No",0,92243
"2038-OEQZH","Male",63,"No","No",0,92584
"2038-YSEZE","Female",48,"No","No",0,90046
"2039-JONDJ","Male",50,"No","No",0,91504
"2040-LDIWQ","Male",51,"No","Yes",0,91367
"2040-OBMLJ","Male",24,"No","No",0,93621
"2040-VZIKE","Female",56,"No","Yes",0,95374
"2040-XBAVJ","Male",51,"No","Yes",1,90263
"2041-JIJCI","Female",37,"No","No",0,96136
"2043-WVTQJ","Male",61,"No","Yes",0,92683
"2045-BMBTJ","Female",80,"Yes","No",0,91733
"2049-BAFNW","Female",60,"No","No",0,94592
"2050-ONYDQ","Female",48,"No","Yes",1,94037
"2054-PJOCK","Female",32,"No","No",0,92881
"2055-BFOCC","Male",65,"Yes","Yes",0,96116
"2055-PDADH","Female",71,"Yes","No",0,96011
"2055-SIFSS","Female",75,"Yes","Yes",0,92281
"2056-EVGZL","Male",56,"No","Yes",2,91790
"2057-BOYKM","Female",70,"Yes","Yes",0,90305
"2057-ZBLPD","Female",50,"No","Yes",0,95032
"2058-DCJBE","Male",32,"No","No",0,90012
"2061-VVFST","Female",57,"No","Yes",0,90606
"2065-MMKGR","Female",47,"No","No",0,95619
"2067-QYTCF","Female",41,"No","Yes",0,90057
"2068-WWXQZ","Male",61,"No","No",0,90604
"2070-FNEXE","Female",77,"Yes","No",2,91107
"2070-XYMFH","Female",66,"Yes","No",0,90815
"2072-ZVJJX","Male",47,"No","Yes",0,95818
"2073-QBVBI","Female",59,"No","Yes",0,90077
"2074-GKOWZ","Male",49,"No","Yes",0,94947
"2074-GUHPQ","Female",37,"No","No",2,95410
"2075-PUEPR","Male",46,"No","Yes",2,92657
"2075-RMJIK","Female",54,"No","Yes",3,92070
"2077-DDHJK","Female",48,"No","Yes",0,93117
"2077-MPJQO","Male",80,"Yes","Yes",0,94025
"2079-FBMZK","Female",50,"No","No",0,95843
"2080-CAZNM","Female",78,"Yes","No",0,91502
"2080-GKCWQ","Male",54,"No","No",0,94806
"2080-SRCDE","Female",21,"No","No",1,91789
"2081-KJSQF","Male",25,"No","No",0,95641
"2081-VEYEH","Male",42,"No","No",0,90221
"2082-CEFLT","Male",31,"No","No",0,92109
"2082-OJVTK","Male",25,"No","Yes",0,92109
"2085-BOJKI","Male",33,"No","Yes",0,90822
"2085-JVGAD","Male",56,"No","Yes",0,93235
"2087-QAREY","Female",60,"No","Yes",0,93262
"2088-IEBAU","Female",63,"No","No",0,92064
"2091-GPPIQ","Female",56,"No","Yes",0,95991
"2091-MJTFX","Female",57,"No","Yes",2,95602
"2091-RFFBA","Female",70,"Yes","No",0,94569
"2096-XOTMO","Female",40,"No","Yes",3,95901
"2097-YVPKN","Male",56,"No","No",0,95448
"2100-BDNSN","Female",39,"No","Yes",0,95981
"2101-RANCD","Female",50,"No","No",0,95762
"2103-ZRXFN","Male",19,"No","No",0,92253
"2105-PHWON","Female",41,"No","Yes",0,95463
"2107-FBPTK","Female",80,"Yes","No",0,92065
"2108-GLPQB","Male",49,"No","Yes",0,90025
"2108-XWMPY","Male",29,"No","No",0,92230
"2108-YKQTY","Female",42,"No","No",0,90403
"2111-DWYHN","Male",31,"No","No",0,95003
"2114-MGINA","Female",57,"No","No",0,94571
"2115-BFTIW","Male",52,"No","No",0,95423
"2120-SMPEX","Male",43,"No","No",0,95403
"2121-JAFOM","Female",23,"No","Yes",0,94526
"2122-SZZZD","Male",60,"No","No",0,95834
"2122-YWVYA","Female",44,"No","No",0,94116
"2123-AGEEN","Female",66,"Yes","No",0,94030
"2123-VSCOT","Female",39,"No","Yes",0,91767
"2126-GSEGL","Female",53,"No","Yes",0,93463
"2129-ALKBS","Female",49,"No","Yes",4,92363
"2133-TSRRM","Female",47,"No","No",3,91770
"2135-DQWAQ","Female",37,"No","No",0,93111
"2135-RXIHG","Male",63,"No","No",0,90745
"2137-DQMEV","Male",39,"No","Yes",2,92780
"2138-VFAPZ","Female",40,"No","Yes",1,94130
"2139-FQHLM","Male",49,"No","No",0,92879
"2141-RRYGO","Female",51,"No","No",0,95709
"2143-LJULT","Female",55,"No","Yes",0,93650
"2144-BFDSO","Female",70,"Yes","Yes",0,92066
"2144-ESWKO","Male",47,"No","No",0,90732
"2146-EGVDT","Male",33,"No","Yes",0,91311
"2150-OEGBV","Male",31,"No","No",0,94612
"2150-UWTFY","Female",21,"No","Yes",3,94402
"2150-WLKUW","Female",27,"No","Yes",0,92220
"2153-MREFK","Female",55,"No","Yes",0,92333
"2154-KVJFF","Female",42,"No","No",0,95374
"2155-AMQRX","Female",37,"No","No",0,90650
"2157-MXBJS","Male",20,"No","Yes",0,94515
"2159-TURXX","Male",26,"No","No",0,96093
"2160-GPFXD","Male",25,"No","Yes",2,95618
"2162-FRZAA","Male",45,"No","Yes",2,92310
"2164-SOQXL","Female",31,"No","Yes",2,90043
"2165-VOEGB","Female",23,"No","No",0,91501
"2167-FQSTQ","Female",20,"No","Yes",0,94541
"2169-RRLFW","Female",48,"No","Yes",0,95607
"2171-UDMFD","Male",22,"No","Yes",3,93610
"2172-EJXVF","Female",65,"Yes","No",0,90047
"2176-LVPNX","Female",69,"Yes","No",0,95113
"2176-OSJUV","Male",29,"No","Yes",0,92801
"2178-PMGCJ","Male",22,"No","No",0,90802
"2180-DXNEG","Female",46,"No","No",0,90710
"2181-TIDSV","Male",47,"No","Yes",3,95442
"2181-UAESM","Male",30,"No","No",0,92305
"2186-QZEYA","Female",68,"Yes","No",0,94579
"2187-LZGPL","Female",36,"No","No",0,94596
"2187-PKZAY","Male",23,"No","No",0,95374
"2188-SXWVT","Female",31,"No","No",0,96105
"2189-UXTKY","Female",27,"No","Yes",0,92253
"2189-WWOEW","Female",37,"No","No",0,93531
"2190-BCXEC","Female",61,"No","Yes",0,92328
"2190-PHBHR","Female",22,"No","Yes",0,93628
"2192-CKRLV","Female",57,"No","Yes",0,95693
"2192-OZITF","Female",60,"No","No",0,94577
"2193-SFWQW","Male",47,"No","Yes",1,94903
"2194-IIQOF","Female",38,"No","Yes",0,94087
"2195-VVRJF","Male",74,"Yes","Yes",0,90018
"2195-ZRVAX","Female",40,"No","Yes",0,94572
"2197-OMWGI","Female",65,"Yes","Yes",1,90014
"2200-DSAAL","Female",52,"No","No",0,94904
"2202-CUYXZ","Male",25,"No","No",0,94568
"2202-OUTMO","Female",59,"No","Yes",0,93609
"2203-GHNWN","Female",24,"No","Yes",0,92036
"2205-LPVGL","Male",71,"Yes","Yes",1,95932
"2205-YMZZJ","Male",75,"Yes","No",0,93612
"2207-NHRJK","Male",58,"No","No",0,93923
"2207-OBZNX","Male",56,"No","No",0,92536
"2207-QPJED","Female",66,"Yes","Yes",0,95568
"2207-RYYRL","Male",34,"No","Yes",1,95945
"2208-MPXIO","Female",42,"No","Yes",2,92029
"2208-NKVVH","Male",60,"No","Yes",2,92626
"2208-NQBCT","Female",23,"No","Yes",3,95138
"2208-UGTGR","Male",62,"No","No",0,93666
"2209-XADXF","Female",40,"No","No",0,95573
"2211-RMNHO","Female",36,"No","Yes",2,95471
"2212-LYASK","Male",25,"No","Yes",0,92823
"2215-ZAFGX","Male",35,"No","No",0,91942
"2219-MVUSO","Male",59,"No","No",0,90028
"2220-IAHLS","Female",49,"No","No",0,95356
"2223-GDSHL","Male",41,"No","Yes",1,92708
"2223-KAGMX","Female",47,"No","No",0,95409
"2225-ZRGSG","Female",38,"No","Yes",0,93040
"2226-ICFDO","Female",39,"No","Yes",0,95428
"2227-JRSJX","Female",22,"No","No",0,91754
"2228-BZDEE","Female",45,"No","No",0,94566
"2229-DPMBI","Female",19,"No","Yes",2,96103
"2229-VWQJH","Female",34,"No","No",0,96141
"2230-XTUWL","Female",20,"No","Yes",2,93637
"2232-DMLXU","Female",22,"No","Yes",0,91411
"2233-FAGXV","Female",41,"No","Yes",3,92275
"2233-TXSIU","Male",20,"No","Yes",2,95945
"2234-EOFPT","Male",48,"No","Yes",0,92701
"2234-XADUH","Female",30,"No","Yes",2,92304
"2235-DWLJU","Female",75,"Yes","No",0,92276
"2235-EZAIK","Female",21,"No","Yes",0,93603
"2235-ZGKPT","Female",36,"No","Yes",1,90062
"2236-HILPA","Male",55,"No","Yes",2,94544
"2237-ZFSMY","Female",29,"No","No",0,93656
"2239-CFOUJ","Male",27,"No","Yes",2,95570
"2239-CGBUZ","Female",56,"No","Yes",0,91791
"2239-JALAW","Male",20,"No","No",0,92027
"2240-HSJQD","Male",44,"No","No",2,91942
"2242-MFOTG","Male",29,"No","No",0,92064
"2243-FNMMI","Male",20,"No","No",0,90501
"2245-ADZFJ","Female",58,"No","Yes",0,96017
"2249-YPRNG","Female",57,"No","Yes",0,95497
"2250-IVBWA","Male",47,"No","Yes",2,95112
"2251-PYLPB","Male",34,"No","Yes",0,92315
"2252-ISRNH","Male",22,"No","Yes",3,95428
"2252-JHJGE","Male",24,"No","No",0,91352
"2252-NKNSI","Male",63,"No","No",0,93905
"2253-KPMNB","Female",29,"No","Yes",2,95953
"2254-DLXRI","Female",33,"No","No",0,91504
"2256-YLYLP","Male",45,"No","Yes",1,90630
"2257-BOVXD","Male",48,"No","Yes",0,96145
"2259-OUUSZ","Male",28,"No","No",0,92106
"2260-USTRB","Female",75,"Yes","No",0,91906
"2262-SLNVK","Female",53,"No","No",0,94512
"2263-SFSQZ","Male",46,"No","Yes",2,95138
"2265-CYWIV","Female",68,"Yes","Yes",0,95323
"2266-FUBDZ","Male",19,"No","Yes",3,94115
"2266-SJNAT","Female",21,"No","Yes",0,92592
"2267-FPIMA","Male",27,"No","Yes",0,94070
"2267-WTPYD","Female",77,"Yes","Yes",0,91344
"2270-CHBFN","Female",46,"No","Yes",0,93004
"2272-JKMSI","Female",42,"No","Yes",3,95661
"2272-QAGFO","Female",75,"Yes","No",0,90304
"2272-UOINI","Female",44,"No","No",0,91739
"2272-WUSPA","Female",48,"No","Yes",0,96121
"2273-QCKXA","Male",39,"No","No",0,90232
"2274-XUATA","Male",78,"Yes","Yes",0,92242
"2275-RBYQS","Female",38,"No","No",0,92587
"2276-YDAVZ","Female",63,"No","No",0,92129
"2277-AXSDC","Female",46,"No","No",0,92243
"2277-BKJKN","Female",70,"Yes","Yes",0,95922
"2277-DJJDL","Male",69,"Yes","Yes",0,95329
"2277-VWCNI","Female",65,"Yes","No",0,95007
"2279-AXJJK","Male",27,"No","Yes",0,95421
"2282-YGNOR","Female",42,"No","No",0,91754
"2284-VFLKH","Male",23,"No","Yes",0,95930
"2292-XQWSV","Male",19,"No","Yes",2,91780
"2293-IJWPS","Female",39,"No","Yes",0,95587
"2294-DMMUS","Female",25,"No","Yes",3,95363
"2294-SALNE","Male",51,"No","Yes",0,91910
"2296-DKZFP","Female",25,"No","Yes",0,94118
"2300-RQGOI","Female",33,"No","No",0,92363
"2302-ANTDP","Female",76,"Yes","Yes",0,96040
"2302-OUZXB","Male",62,"No","Yes",0,93001
"2303-PJYHN","Female",27,"No","Yes",0,90015
"2305-MRGLV","Male",31,"No","Yes",0,96050
"2307-FYNNL","Male",67,"Yes","No",0,90638
"2308-STERM","Female",58,"No","No",0,93202
"2309-OSFEU","Male",42,"No","No",0,95567
"2311-QYMUQ","Female",41,"No","Yes",0,93660
"2314-TNDJQ","Female",28,"No","Yes",3,92056
"2316-ESMLS","Female",54,"No","Yes",0,93726
"2320-JRSDE","Female",33,"No","Yes",1,93261
"2320-SLKMB","Female",46,"No","No",0,92309
"2320-TZRRH","Female",38,"No","No",0,93271
"2320-YKQBO","Female",51,"No","No",0,96038
"2321-OMBXY","Female",55,"No","Yes",0,92122
"2322-VCZHZ","Male",70,"Yes","Yes",0,95318
"2323-ARSVR","Male",51,"No","Yes",0,95035
"2324-AALNO","Female",63,"No","No",0,93257
"2324-EFHVG","Male",37,"No","No",0,94609
"2325-NBPZG","Female",20,"No","No",0,94949
"2325-WINES","Female",44,"No","No",0,93543
"2325-ZUSFD","Female",46,"No","Yes",0,92602
"2330-PQGDQ","Male",36,"No","Yes",3,95445
"2332-EFBJY","Male",35,"No","No",0,91403
"2332-TODQS","Female",44,"No","No",0,92845
"2333-KWEWW","Male",64,"No","No",0,93721
"2335-GSODA","Male",36,"No","No",3,95709
"2338-BQEZT","Female",38,"No","No",0,94070
"2342-CKIAO","Female",39,"No","No",0,96110
"2344-JMOGN","Male",54,"No","Yes",0,93206
"2346-CZYIL","Male",42,"No","No",0,90211
"2346-DJQTB","Female",54,"No","No",0,94930
"2346-LOCWC","Female",52,"No","Yes",2,95912
"2347-WKKAE","Male",52,"No","Yes",0,95663
"2348-KCJLT","Female",60,"No","Yes",0,90720
"2351-BKRZW","Female",30,"No","Yes",1,95020
"2351-RRBUE","Female",20,"No","Yes",0,96134
"2357-COQEK","Female",79,"Yes","No",0,94027
"2359-KLTEK","Female",25,"No","Yes",3,96054
"2359-KMGLI","Male",52,"No","No",0,92382
"2359-QWQUL","Female",35,"No","Yes",0,90058
"2360-RDGRO","Male",48,"No","Yes",0,95982
"2361-FJWNO","Male",55,"No","No",0,91737
"2361-UPSND","Female",45,"No","Yes",0,96113
"2362-IBOOY","Male",22,"No","No",0,92126
"2363-BJLSL","Male",49,"No","No",0,91902
"2364-UFROM","Male",47,"No","No",0,92123
"2368-GAKKQ","Female",28,"No","No",0,91342
"2369-FEVNO","Male",36,"No","No",0,90806
"2369-UAPKZ","Male",43,"No","No",0,95722
"2371-JQHZZ","Male",54,"No","Yes",0,93307
"2371-JUNGC","Male",46,"No","No",0,95014
"2371-KFUOG","Male",54,"No","No",0,92025
"2372-HWUHI","Male",45,"No","No",0,90712
"2373-NTKOD","Male",40,"No","No",0,95670
"2378-HTWFW","Male",78,"Yes","No",0,95360
"2378-VTKDH","Male",76,"Yes","Yes",0,95695
"2378-YIZKA","Female",61,"No","Yes",1,96094
"2379-ENZGV","Male",61,"No","No",0,92126
"2379-GYFLQ","Male",31,"No","No",0,92056
"2380-DAMQP","Female",63,"No","Yes",0,90623
"2382-BCKQJ","Female",41,"No","No",0,92027
"2384-OVPSA","Female",65,"Yes","No",0,93609
"2386-LAHRK","Male",22,"No","No",0,95736
"2386-OWURY","Female",20,"No","No",0,92399
"2387-KDZQY","Male",46,"No","No",0,96093
"2388-LAESQ","Female",74,"Yes","Yes",0,95459
"2391-IPLOP","Male",25,"No","Yes",0,93212
"2391-SOORI","Male",40,"No","No",1,92314
"2393-DIVAI","Female",40,"No","No",0,92821
"2397-BRLOM","Male",67,"Yes","Yes",0,94901
"2398-YPMUR","Female",77,"Yes","Yes",0,93618
"2400-FEQME","Male",57,"No","Yes",3,96038
"2400-XIWIO","Female",30,"No","Yes",0,95458
"2402-TAIRZ","Female",48,"No","No",0,90012
"2403-BCASL","Male",66,"Yes","Yes",0,92705
"2404-JIBFC","Female",37,"No","Yes",3,92804
"2405-LBMUW","Female",25,"No","Yes",1,92057
"2408-PSJVE","Male",41,"No","Yes",3,91709
"2408-TZMJL","Male",43,"No","Yes",0,95445
"2408-WITXK","Female",67,"Yes","No",0,95110
"2410-CIYFZ","Male",42,"No","No",2,95776
"2418-TPEUN","Female",58,"No","Yes",1,90290
"2419-FSORS","Male",29,"No","Yes",0,93906
"2424-WVHPL","Male",79,"Yes","No",0,90278
"2428-HYUNX","Male",74,"Yes","Yes",0,94109
"2428-ZMCTB","Male",24,"No","No",0,94040
"2429-AYKKO","Male",52,"No","No",0,96003
"2430-RRYUW","Male",32,"No","No",0,91980
"2430-USGXP","Male",44,"No","Yes",0,90670
"2432-TFSMK","Male",43,"No","No",0,95472
"2433-KMEAS","Male",62,"No","No",0,94568
"2434-EEVDB","Female",45,"No","Yes",0,93505
"2436-QBZFP","Female",53,"No","Yes",1,96097
"2439-LYPMQ","Male",79,"Yes","Yes",0,96121
"2439-QKJUL","Male",31,"No","No",0,95070
"2446-BEGGB","Female",79,"Yes","No",0,90712
"2446-PLQVO","Male",32,"No","No",0,91350
"2446-ZKVAF","Male",19,"No","Yes",0,95207
"2450-ZKEED","Female",33,"No","No",0,93546
"2451-YMUXS","Male",79,"Yes","No",0,92084
"2452-KDRRH","Male",76,"Yes","No",0,95346
"2452-MRMZF","Female",70,"Yes","Yes",0,90303
"2452-SNHFZ","Female",19,"No","No",0,95939
"2453-SAFNS","Female",68,"Yes","No",0,96116
"2454-RPBRZ","Female",67,"Yes","Yes",0,95306
"2455-USLMV","Female",30,"No","No",0,92373
"2458-EOMRE","Female",19,"No","No",0,93250
"2460-FPSYH","Female",72,"Yes","No",0,93221
"2460-NGXBJ","Male",65,"Yes","Yes",1,95206
"2462-XIIJB","Male",33,"No","No",0,95553
"2465-BLLEU","Male",31,"No","No",0,93906
"2466-FCCPT","Female",50,"No","Yes",3,93643
"2466-NEJOJ","Male",58,"No","Yes",3,94922
"2468-SJFLM","Male",37,"No","No",0,95917
"2469-DTSGX","Female",72,"Yes","No",0,93066
"2472-OVKUP","Male",39,"No","Yes",2,91304
"2474-BRUCM","Male",76,"Yes","Yes",0,96002
"2474-LCNUE","Female",20,"No","Yes",0,90742
"2475-MROZF","Male",36,"No","No",0,92562
"2476-YGEFM","Female",24,"No","No",0,93611
"2478-EEWWM","Male",21,"No","Yes",0,95943
"2479-BRAMR","Male",74,"Yes","Yes",0,95247
"2480-EJWYP","Female",66,"Yes","Yes",0,95747
"2480-JZOSN","Female",64,"No","Yes",0,93287
"2480-SQIOB","Male",40,"No","Yes",2,91364
"2481-SBOYW","Female",62,"No","No",1,92405
"2482-CZGBB","Male",41,"No","No",0,92804
"2483-XSSMZ","Female",22,"No","No",0,94563
"2484-DGXPZ","Female",45,"No","Yes",0,91773
"2485-ITVKB","Female",36,"No","Yes",0,91325
"2486-WYVVE","Male",47,"No","Yes",0,95830
"2495-INZWQ","Male",44,"No","No",0,95045
"2495-KZNFB","Female",26,"No","No",0,91942
"2495-TTHBQ","Female",52,"No","No",1,92253
"2498-XLDZR","Female",26,"No","Yes",1,92113
"2499-AJYUA","Female",69,"Yes","Yes",0,93512
"2501-XWWTZ","Male",51,"No","No",0,92673
"2504-DSHIH","Male",66,"Yes","Yes",0,91360
"2506-CLAKW","Female",20,"No","No",0,93003
"2506-TNFCO","Female",76,"Yes","Yes",0,92509
"2507-QZPQS","Male",24,"No","No",0,90638
"2509-TFPJU","Male",62,"No","Yes",0,90505
"2511-ALLCS","Female",38,"No","Yes",3,91780
"2511-MORQY","Male",46,"No","Yes",0,90502
"2514-GINMM","Male",60,"No","No",0,92629
"2516-VQRRV","Female",77,"Yes","No",0,90230
"2516-XSJKX","Female",20,"No","Yes",2,95045
"2519-ERQOJ","Male",74,"Yes","No",0,92241
"2519-FAKOD","Male",30,"No","No",0,93561
"2519-LBNQL","Male",80,"Yes","Yes",0,90701
"2519-TWKFS","Male",34,"No","Yes",1,95514
"2520-SGTTA","Female",23,"No","Yes",3,95005
"2521-NPUZR","Male",26,"No","Yes",0,93458
"2522-AHJXR","Male",36,"No","Yes",0,92328
"2522-WLNSF","Female",74,"Yes","Yes",0,93441
"2523-EWWZL","Female",26,"No","Yes",0,92225
"2525-GVKQU","Female",60,"No","No",0,93453
"2528-HFYZX","Male",66,"Yes","Yes",0,92706
"2530-ENDWQ","Female",55,"No","Yes",0,95562
"2530-FMFXO","Male",38,"No","Yes",1,92602
