"customer_id","status","churn_label","churn_category","churn_reason"
"2519-FAKOD","Churned","Yes","Competitor","Competitor had better devices"
"2519-LBNQL","Stayed","No","",""
"2519-TWKFS","Stayed","No","",""
"2520-SGTTA","Stayed","No","",""
"2521-NPUZR","Stayed","No","",""
"2522-AHJXR","Stayed","No","",""
"2522-WLNSF","Stayed","No","",""
"2523-EWWZL","Stayed","No","",""
"2525-GVKQU","Stayed","No","",""
"2528-HFYZX","Churned","Yes","Competitor","Competitor had better devices"
"2530-ENDWQ","Churned","Yes","Competitor","Competitor offered more data"
"2530-FMFXO","Stayed","No","",""
"2533-QVMSK","Churned","Yes","Competitor","Competitor offered more data"
"2533-TIBIX","Stayed","No","",""
"2535-PBCGC","Stayed","No","",""
"2538-OIMXF","Joined","No","",""
"2541-YGPKE","Stayed","No","",""
"2542-HYGIQ","Joined","No","",""
"2545-EBUPK","Joined","No","",""
"2545-LXYVJ","Stayed","No","",""
"2546-KZAAT","Stayed","No","",""
"2550-AEVRU","Stayed","No","",""
"2550-QHZGP","Stayed","No","",""
"2558-BUOZZ","Stayed","No","",""
"2560-PPCHE","Stayed","No","",""
"2560-QTSBS","Stayed","No","",""
"2560-WBWXF","Stayed","No","",""
"2565-JSLRY","Churned","Yes","Price","Price too high"
"2568-BRGYX","Churned","Yes","Competitor","Competitor had better devices"
"2568-OIADY","Churned","Yes","Competitor","Competitor made better offer"
"2569-WGERO","Stayed","No","",""
"2573-GYRUU","Stayed","No","",""
"2575-GFSOE","Churned","Yes","Attitude","Attitude of service provider"
"2576-HXMPA","Joined","No","",""
"2577-GVSIL","Stayed","No","",""
"2578-JQPHZ","Stayed","No","",""
"2580-ASVVY","Stayed","No","",""
"2580-ATZSQ","Stayed","No","",""
"2581-VKIRT","Stayed","No","",""
"2582-FFFZR","Stayed","No","",""
"2585-KTFRE","Joined","No","",""
"2586-CWXVV","Stayed","No","",""
"2587-EKXTS","Stayed","No","",""
"2587-YNLES","Stayed","No","",""
"2589-AYCRP","Stayed","No","",""
"2592-HODOV","Stayed","No","",""
"2592-SEIFQ","Churned","Yes","Competitor","Competitor offered higher download speeds"
"2592-YKDIF","Joined","No","",""
"2595-KIWPV","Stayed","No","",""
"2599-CIPQE","Stayed","No","",""
"2599-CZABP","Stayed","No","",""
"2603-HVKCG","Stayed","No","",""
"2604-IJPDU","Stayed","No","",""
"2604-XVDAM","Stayed","No","",""
"2606-PKWJB","Stayed","No","",""
"2606-RMDHZ","Churned","Yes","Competitor","Competitor had better devices"
"2607-DHDAK","Stayed","No","",""
"2607-FBDFF","Joined","No","",""
"2608-BHKFN","Churned","Yes","Competitor","Competitor had better devices"
"2609-IAICY","Churned","Yes","Dissatisfaction","Limited range of services"
"2612-PHGOX","Stayed","No","",""
"2612-RANWT","Churned","Yes","Price","Price too high"
"2612-RRIDN","Churned","Yes","Dissatisfaction","Limited range of services"
"2615-YVMYX","Stayed","No","",""
"2616-FLVQC","Stayed","No","",""
"2616-UUTFK","Stayed","No","",""
"2619-WFQWU","Churned","Yes","Competitor","Competitor offered higher download speeds"
"2621-UDNLU","Joined","No","",""
"2623-DRYAM","Stayed","No","",""
"2625-TRCZQ","Stayed","No","",""
"2626-URJFX","Churned","Yes","Dissatisfaction","Network reliability"
"2626-VEEWG","Stayed","No","",""
"2632-IVXVF","Stayed","No","",""
"2632-TACXW","Stayed","No","",""
"2632-UCGVD","Churned","Yes","Price","Extra data charges"
"2634-HCZGT","Churned","","Other","Moved"
"2636-ALXXZ","Churned","Yes","Dissatisfaction","Poor expertise of online support"
"2636-OHFMN","Churned","Yes","Price","Long distance charges"
"2636-SJDOU","Stayed","No","",""
"2637-FKFSY","Joined","No","",""
"2639-UGMAZ","Stayed","No","",""
"2640-LYMOV","Joined","No","",""
"2640-PMGFL","Churned","Yes","Price","Lack of affordable download/upload speed"
"2642-DTVCO","Churned","Yes","Attitude","Attitude of service provider"
"2642-MAWLJ","Stayed","No","",""
"2645-QTLMB","Churned","Yes","Dissatisfaction","Network reliability"
"2649-HWLYB","Stayed","No","",""
"2650-GYRYL","Stayed","No","",""
"2651-ZCBXV","Stayed","No","",""
"2654-VBVPB","Joined","No","",""
"2656-FMOKZ","Churned","Yes","Dissatisfaction","Limited range of services"
"2656-TABEH","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"2657-ALMWY","Churned","Yes","Price","Price too high"
"2657-VPXTA","Stayed","No","",""
"2659-VXMWZ","Churned","Yes","Attitude","Attitude of support person"
"2660-EMUBI","Churned","Yes","Competitor","Competitor made better offer"
"2661-GKBTK","Stayed","No","",""
"2662-NNTDK","Stayed","No","",""
"2664-XJZNO","Stayed","No","",""
"2665-NPTGL","Stayed","No","",""
"2667-WYLWJ","Churned","Yes","Price","Long distance charges"
"2668-TZSPS","Joined","No","",""
"2669-OIDSD","Stayed","No","",""
"2669-QVCRG","Stayed","No","",""
"2672-DZUOY","Churned","Yes","Competitor","Competitor had better devices"
"2672-HUYVI","Churned","Yes","Price","Long distance charges"
"2672-OJQZP","Joined","No","",""
"2672-TGEFF","Stayed","No","",""
"2673-CXQEU","Stayed","No","",""
"2673-ZALNP","Stayed","No","",""
"2674-MIAHT","Stayed","No","",""
"2674-MLXMN","Stayed","No","",""
"2675-DHUTR","Stayed","No","",""
"2675-IJRGJ","Stayed","No","",""
"2675-OTVVJ","Stayed","No","",""
"2676-ISHSF","Joined","No","",""
"2676-OXPPQ","Stayed","No","",""
"2676-SSLTO","Stayed","No","",""
"2680-XKKNJ","Stayed","No","",""
"2682-KEVRP","Stayed","No","",""
"2683-BPJSO","Churned","Yes","Dissatisfaction","Lack of self-service on Website"
"2683-JXWQQ","Stayed","No","",""
"2684-EIWEO","Churned","Yes","Competitor","Competitor made better offer"
"2685-SREOM","Churned","Yes","Competitor","Competitor had better devices"
"2688-BHGOG","Stayed","No","",""
"2690-DVRVK","Stayed","No","",""
"2691-NZETQ","Churned","Yes","Competitor","Competitor offered higher download speeds"
"2692-AQCPF","Stayed","No","",""
"2692-BUCFV","Stayed","No","",""
"2692-PFYTJ","Joined","No","",""
"2694-CIUMO","Stayed","No","",""
"2696-ECXKC","Stayed","No","",""
"2696-NARTR","Churned","","Other","Moved"
"2696-RZVZW","Stayed","No","",""
"2697-NQBPF","Stayed","No","",""
"2700-LUEVA","Joined","No","",""
"2703-AMTUL","Stayed","No","",""
"2706-QZIHY","Stayed","No","",""
"2709-UQGNP","Stayed","No","",""
"2710-WYVXG","Joined","No","",""
"2712-SYWAY","Joined","No","",""
"2716-GFZOR","Stayed","No","",""
"2717-HVIZY","Stayed","No","",""
"2718-GAXQD","Churned","Yes","Competitor","Competitor made better offer"
"2718-YSKCS","Stayed","No","",""
"2719-BDAQO","Churned","Yes","Price","Price too high"
"2720-FVBQP","Stayed","No","",""
"2720-WGKHP","Churned","Yes","Other","Don't know"
"2722-JMONI","Churned","Yes","Dissatisfaction","Limited range of services"
"2722-VOJQL","Churned","Yes","Other","Don't know"
"2724-FJDYW","Stayed","No","",""
"2725-IWWBA","Stayed","No","",""
"2725-KXXWT","Churned","Yes","Attitude","Attitude of support person"
"2725-TTRIQ","Stayed","No","",""
"2729-VNVAP","Stayed","No","",""
"2731-GJRDG","Stayed","No","",""
"2732-ISEZX","Stayed","No","",""
"2737-WFVYW","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"2737-YNGYW","Churned","Yes","Attitude","Attitude of support person"
"2739-CACDQ","Stayed","No","",""
"2739-CCZMB","Stayed","No","",""
"2740-JFBOK","Stayed","No","",""
"2740-TVLFN","Joined","No","",""
"2746-DIJLO","Stayed","No","",""
"2748-MYRVK","Churned","Yes","Price","Long distance charges"
"2749-CTKAJ","Stayed","No","",""
"2750-BJLSB","Stayed","No","",""
"2753-JMMCV","Stayed","No","",""
"2754-SDJRD","Stayed","No","",""
"2754-VDLTR","Churned","Yes","Competitor","Competitor offered more data"
"2754-XBHTB","Churned","Yes","Competitor","Competitor made better offer"
"2758-RNWXS","Stayed","No","",""
"2761-OCIAX","Churned","Yes","Competitor","Competitor made better offer"
"2761-XECQW","Stayed","No","",""
"2770-NSVDG","Stayed","No","",""
"2773-MADBQ","Stayed","No","",""
"2773-OVBPK","Stayed","No","",""
"2774-LVQUS","Churned","Yes","Competitor","Competitor made better offer"
"2775-SEFEE","Stayed","No","",""
"2777-PHDEI","Churned","Yes","Competitor","Competitor offered more data"
"2778-OCLGR","Churned","Yes","Competitor","Competitor had better devices"
"2782-JEEBU","Stayed","No","",""
"2782-LFZVW","Stayed","No","",""
"2786-GCDPI","Stayed","No","",""
"2788-CJQAQ","Stayed","No","",""
"2789-CZANW","Stayed","No","",""
"2789-HQBOU","Joined","No","",""
"2790-XUYMV","Stayed","No","",""
"2791-SFVEW","Stayed","No","",""
"2792-LSHWX","Joined","No","",""
"2792-VPPET","Joined","No","",""
"2794-XIMMO","Churned","Yes","Price","Lack of affordable download/upload speed"
"2796-NNUFI","Stayed","No","",""
"2796-UUZZO","Stayed","No","",""
"2798-NYLMZ","Stayed","No","",""
"2799-ARNLO","Stayed","No","",""
"2799-TSLAG","Stayed","No","",""
"2800-QQUSO","Stayed","No","",""
"2800-VEQXM","Joined","No","",""
"2801-NISEI","Stayed","No","",""
"2804-ETQDK","Stayed","No","",""
"2805-AUFQN","Stayed","No","",""
"2805-EDJPQ","Stayed","No","",""
"2806-MLNTI","Stayed","No","",""
"2808-CHTDM","Stayed","No","",""
"2809-ILCYT","Stayed","No","",""
"2809-ZMYOQ","Stayed","No","",""
"2810-FTLEM","Churned","Yes","Competitor","Competitor offered higher download speeds"
"2811-POVEX","Stayed","No","",""
"2812-ENYMO","Stayed","No","",""
"2812-REYAT","Stayed","No","",""
"2812-SFXMJ","Joined","No","",""
"2815-CPTUL","Churned","Yes","Price","Price too high"
"2817-LVCPP","Stayed","No","",""
"2817-NTQDO","Churned","Yes","Dissatisfaction","Poor expertise of online support"
"2819-GWENI","Stayed","No","",""
"2821-WARNZ","Stayed","No","",""
"2823-LKABH","Stayed","No","",""
"2824-DXNKN","Stayed","No","",""
"2824-MYYBN","Stayed","No","",""
"2826-DXLQO","Stayed","No","",""
"2826-UWHIS","Stayed","No","",""
"2828-SLQPF","Stayed","No","",""
"2829-HYVZP","Stayed","No","",""
"2830-LEWOA","Stayed","No","",""
"2831-EBWRN","Stayed","No","",""
"2832-KJCRD","Stayed","No","",""
"2832-SCUCO","Joined","No","",""
"2833-SLKDQ","Churned","Yes","Competitor","Competitor had better devices"
"2834-JKOOW","Stayed","No","",""
"2834-JRTUA","Churned","Yes","Competitor","Competitor had better devices"
"2834-SPCJV","Churned","Yes","Competitor","Competitor had better devices"
"2839-RFSQE","Churned","Yes","Attitude","Attitude of support person"
"2840-XANRC","Churned","Yes","Competitor","Competitor made better offer"
"2842-BCQGE","Stayed","No","",""
"2842-JTCCU","Churned","Yes","Attitude","Attitude of service provider"
"2843-CQMEG","Stayed","No","",""
"2845-AFFTX","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"2845-HSJCY","Churned","Yes","Competitor","Competitor made better offer"
"2845-KDHVX","Stayed","No","",""
"2848-YXSMW","Stayed","No","",""
"2851-MMUTZ","Stayed","No","",""
"2851-STERV","Stayed","No","",""
"2853-CWQFQ","Joined","No","",""
"2856-HYAPG","Churned","Yes","Price","Price too high"
"2856-NNASM","Churned","Yes","Dissatisfaction","Network reliability"
"2858-EIMXH","Stayed","No","",""
"2858-MOFSQ","Churned","Yes","Price","Price too high"
"2860-RANUS","Churned","Yes","Price","Price too high"
"2862-JVEOY","Stayed","No","",""
"2862-PFNIK","Joined","No","",""
"2863-IMQDR","Stayed","No","",""
"2865-TCHJW","Churned","Yes","Competitor","Competitor had better devices"
"2866-IKBTM","Joined","No","",""
"2867-UIMSS","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"2868-LLSKM","Stayed","No","",""
"2868-MZAGQ","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"2868-SNELZ","Churned","Yes","Competitor","Competitor made better offer"
"2869-ADAWR","Churned","Yes","Dissatisfaction","Poor expertise of online support"
"2873-ZLIWT","Churned","Yes","Competitor","Competitor made better offer"
"2874-YXVVA","Stayed","No","",""
"2876-GZYZC","Stayed","No","",""
"2876-VBBBL","Churned","Yes","Attitude","Attitude of support person"
"2877-VDUER","Stayed","No","",""
"2878-DHMIN","Stayed","No","",""
"2878-RMWXY","Stayed","No","",""
"2880-FPNAE","Joined","No","",""
"2882-DDZPG","Stayed","No","",""
"2882-WDTBA","Stayed","No","",""
"2883-ILGWO","Stayed","No","",""
"2884-GBPFB","Churned","","Other","Moved"
"2885-HIJDH","Stayed","No","",""
"2886-KEFUM","Churned","Yes","Attitude","Attitude of support person"
"2887-JPYLU","Stayed","No","",""
"2888-ADFAO","Stayed","No","",""
"2889-FPWRM","Churned","Yes","Competitor","Competitor offered higher download speeds"
"2890-WFBHU","Stayed","No","",""
"2892-GESUL","Stayed","No","",""
"2894-QOJRX","Churned","Yes","Competitor","Competitor had better devices"
"2896-TBNBE","Stayed","No","",""
"2897-DOVND","Joined","No","",""
"2898-LSJGD","Churned","Yes","Attitude","Attitude of service provider"
"2898-MRKPI","Stayed","No","",""
"2900-PHPLN","Stayed","No","",""
"2903-YYTBW","Joined","No","",""
"2904-GGUAZ","Stayed","No","",""
"2905-KFQUV","Joined","No","",""
"2907-ILJBN","Stayed","No","",""
"2908-WGAXL","Stayed","No","",""
"2908-ZTPNF","Stayed","No","",""
"2911-IJORQ","Stayed","No","",""
"2911-UREFD","Churned","Yes","Dissatisfaction","Lack of self-service on Website"
"2911-WDXMV","Stayed","No","",""
"2916-BQZLN","Stayed","No","",""
"2919-HBCJO","Churned","","Other","Moved"
"2920-RNCEZ","Joined","No","",""
"2921-XWDJH","Stayed","No","",""
"2923-ARZLG","Stayed","No","",""
"2924-KHUVI","Stayed","No","",""
"2925-MXLSX","Stayed","No","",""
"2925-VDZHY","Stayed","No","",""
"2926-JEJJC","Stayed","No","",""
"2927-CVULT","Stayed","No","",""
"2927-QRRQV","Stayed","No","",""
"2928-HLDBA","Stayed","No","",""
"2929-ERCFZ","Churned","Yes","Competitor","Competitor had better devices"
"2929-QNSRW","Churned","Yes","Competitor","Competitor made better offer"
"2930-UOTMB","Churned","Yes","Competitor","Competitor offered higher download speeds"
"2931-FSOHN","Stayed","No","",""
"2931-SVLTV","Stayed","No","",""
"2931-VUVJN","Stayed","No","",""
"2931-XIQBR","Stayed","No","",""
"2933-FILNV","Churned","Yes","Dissatisfaction","Lack of self-service on Website"
"2933-XEUJM","Stayed","No","",""
"2937-FTHUR","Stayed","No","",""
"2946-KIQSP","Stayed","No","",""
"2947-DOMLJ","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"2951-QOQTK","Churned","Yes","Competitor","Competitor offered higher download speeds"
"2952-QAYZF","Churned","Yes","Competitor","Competitor had better devices"
"2954-PIBKO","Stayed","No","",""
"2955-BJZHG","Churned","Yes","Competitor","Competitor had better devices"
"2955-PSXOE","Churned","Yes","Price","Price too high"
"2956-GGUCQ","Churned","Yes","Attitude","Attitude of service provider"
"2957-JIRMN","Stayed","No","",""
"2957-LOLHO","Churned","Yes","Competitor","Competitor made better offer"
"2958-NHPPS","Stayed","No","",""
"2959-EEXWB","Stayed","No","",""
"2959-FENLU","Stayed","No","",""
"2959-MJHIC","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"2960-NKRSO","Stayed","No","",""
"2961-VNFKL","Stayed","No","",""
"2962-XPMCQ","Churned","Yes","Competitor","Competitor offered higher download speeds"
"2967-MXRAV","Joined","No","",""
"2968-SSGAA","Churned","Yes","Competitor","Competitor offered more data"
"2969-QWUBZ","Joined","No","",""
"2969-VAPYH","Stayed","No","",""
"2969-WGHQO","Stayed","No","",""
"2971-SGAFL","Stayed","No","",""
"2972-YDYUW","Stayed","No","",""
"2974-GGUXS","Stayed","No","",""
"2977-CEBSX","Stayed","No","",""
"2978-XXSOG","Stayed","No","",""
"2979-SXESE","Churned","","Other","Moved"
"2982-IHMFT","Churned","Yes","Competitor","Competitor made better offer"
"2982-VPSGI","Churned","Yes","Competitor","Competitor made better offer"
"2983-ZANRP","Churned","Yes","Competitor","Competitor had better devices"
"2984-AFWNC","Joined","No","",""
"2984-MIIZL","Churned","Yes","Dissatisfaction","Network reliability"
"2984-RGEYA","Stayed","No","",""
"2984-TBYKU","Stayed","No","",""
"2985-FMWYF","Stayed","No","",""
"2985-JUUBZ","Stayed","No","",""
"2987-BJXIK","Stayed","No","",""
"2988-GBIVW","Stayed","No","",""
"2988-PLAHS","Joined","No","",""
"2988-QRAJY","Stayed","No","",""
"2990-HWIML","Churned","Yes","Competitor","Competitor had better devices"
"2990-IAJSV","Stayed","No","",""
"2990-OGYTD","Stayed","No","",""
"2995-UPRYS","Churned","","Other","Moved"
"2995-YWTCD","Stayed","No","",""
"2996-XAUVF","Stayed","No","",""
"2999-AANRQ","Stayed","No","",""
"3001-CBHLQ","Churned","Yes","Attitude","Attitude of support person"
"3001-UNBTL","Stayed","No","",""
"3002-WQZWT","Stayed","No","",""
"3003-CMDUU","Stayed","No","",""
"3005-NFMTA","Churned","Yes","Price","Price too high"
"3005-TYFRD","Stayed","No","",""
"3006-XIMLN","Churned","Yes","Dissatisfaction","Lack of self-service on Website"
"3007-FDPEA","Joined","No","",""
"3009-JWMPU","Churned","Yes","Attitude","Attitude of service provider"
"3011-WQKSZ","Stayed","No","",""
"3012-VFFMN","Stayed","No","",""
"3014-WJKSM","Stayed","No","",""
"3016-KSVCP","Stayed","No","",""
"3018-TFTSU","Churned","Yes","Dissatisfaction","Poor expertise of phone support"
"3021-VLNRJ","Stayed","No","",""
"3022-BEXHZ","Stayed","No","",""
"3023-GFLBR","Churned","Yes","Attitude","Attitude of service provider"
"3026-ATZYV","Stayed","No","",""
"3027-YNWZU","Stayed","No","",""
"3027-ZTDHO","Churned","Yes","Other","Don't know"
"3030-YDNRM","Stayed","No","",""
"3030-YZADT","Churned","Yes","Competitor","Competitor had better devices"
"3030-ZKIWL","Joined","No","",""
"3034-ZBEQN","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"3038-PQIUY","Stayed","No","",""
"3039-MJSLN","Joined","No","",""
"3043-SUDUA","Stayed","No","",""
"3043-TYBNO","Joined","No","",""
"3045-XETSH","Churned","Yes","Competitor","Competitor offered more data"
"3049-NDXFL","Churned","Yes","Competitor","Competitor made better offer"
"3049-SOLAY","Churned","Yes","Competitor","Competitor made better offer"
"3050-GBUSH","Joined","No","",""
"3050-RLLXC","Stayed","No","",""
"3055-MJDSB","Stayed","No","",""
"3055-OYMSE","Stayed","No","",""
"3055-VTCGS","Stayed","No","",""
"3057-VJJQE","Stayed","No","",""
"3058-HJCUY","Churned","Yes","Competitor","Competitor had better devices"
"3058-WQDRE","Stayed","No","",""
"3059-NGMXB","Stayed","No","",""
"3061-BCKYI","Stayed","No","",""
"3062-ICYZQ","Stayed","No","",""
"3063-QFSZL","Churned","Yes","Competitor","Competitor had better devices"
"3066-RRJIO","Churned","Yes","Competitor","Competitor made better offer"
"3067-SVMTC","Stayed","No","",""
"3068-OMWZA","Churned","Yes","Competitor","Competitor made better offer"
"3069-SSVSN","Joined","No","",""
"3070-BDOQC","Stayed","No","",""
"3070-DVEYC","Churned","Yes","Attitude","Attitude of support person"
"3070-FNFZQ","Stayed","No","",""
"3071-MVJCD","Stayed","No","",""
"3071-VBYPO","Joined","No","",""
"3074-GQWYX","Churned","Yes","Competitor","Competitor made better offer"
"3077-RSNTJ","Stayed","No","",""
"3078-ZKNTS","Stayed","No","",""
"3079-BCHLN","Stayed","No","",""
"3082-VQXNH","Joined","No","",""
"3082-WQRVY","Stayed","No","",""
"3082-YVEKW","Stayed","No","",""
"3084-DOWLE","Stayed","No","",""
"3085-QUOZK","Churned","Yes","Attitude","Attitude of service provider"
"3086-RUCRN","Stayed","No","",""
"3088-FVYWK","Stayed","No","",""
"3088-LHEFH","Stayed","No","",""
"3090-HAWSU","Churned","Yes","Competitor","Competitor offered more data"
"3090-LETTY","Joined","No","",""
"3090-QFUVD","Joined","No","",""
"3091-FYHKI","Churned","Yes","Dissatisfaction","Network reliability"
"3092-IGHWF","Churned","Yes","Competitor","Competitor made better offer"
"3094-JOJAI","Stayed","No","",""
"3096-GKWEB","Stayed","No","",""
"3096-IZETN","Churned","Yes","Attitude","Attitude of support person"
"3096-JRDSO","Churned","Yes","Competitor","Competitor made better offer"
"3096-WPXBT","Stayed","No","",""
"3096-YXENJ","Stayed","No","",""
"3097-FQTVJ","Stayed","No","",""
"3097-IDVPU","Stayed","No","",""
"3097-NNSPB","Churned","Yes","Competitor","Competitor had better devices"
"3097-NQYSN","Churned","Yes","Competitor","Competitor had better devices"
"3097-PYWXL","Stayed","No","",""
"3099-OONVS","Stayed","No","",""
"3104-OWCGK","Churned","","Other","Moved"
"3106-ULWFW","Churned","Yes","Competitor","Competitor had better devices"
"3108-PCCGG","Stayed","No","",""
"3113-IWHLC","Stayed","No","",""
"3115-CZMZD","Stayed","No","",""
"3115-JPJDD","Stayed","No","",""
"3118-UHVVQ","Stayed","No","",""
"3120-FAZKD","Stayed","No","",""
"3125-RAHBV","Stayed","No","",""
"3126-WQMGH","Stayed","No","",""
"3128-YOVTD","Stayed","No","",""
"3129-AAQOU","Stayed","No","",""
"3130-ICDUP","Joined","No","",""
"3131-NWVFJ","Stayed","No","",""
"3132-TVFDZ","Churned","Yes","Attitude","Attitude of support person"
"3133-PZNSR","Stayed","No","",""
"3134-DSHVC","Stayed","No","",""
"3137-LUPIX","Stayed","No","",""
"3137-NYQQI","Stayed","No","",""
"3138-BKYAV","Churned","Yes","Attitude","Attitude of service provider"
"3143-ILDAL","Churned","Yes","Attitude","Attitude of support person"
"3143-JQEGI","Churned","Yes","Competitor","Competitor made better offer"
"3144-AUDBS","Churned","Yes","Competitor","Competitor had better devices"
"3144-KMTWZ","Stayed","No","",""
"3146-JTQHR","Stayed","No","",""
"3146-MSEGF","Stayed","No","",""
"3148-AOIQT","Stayed","No","",""
"3148-BLQJT","Churned","Yes","Competitor","Competitor made better offer"
"3154-CFSZG","Stayed","No","",""
"3154-HMWUU","Stayed","No","",""
"3156-QLHBO","Joined","No","",""
"3158-MOERK","Churned","Yes","Competitor","Competitor offered more data"
"3160-TYXLT","Stayed","No","",""
"3161-GETRM","Stayed","No","",""
"3161-ONRWK","Stayed","No","",""
"3162-KKZXO","Stayed","No","",""
"3162-ZJZFU","Stayed","No","",""
"3164-AALRN","Churned","Yes","Competitor","Competitor had better devices"
"3164-YAXFY","Stayed","No","",""
"3165-HDOEW","Churned","Yes","Other","Don't know"
"3166-PNEOF","Stayed","No","",""
"3167-SNQPL","Stayed","No","",""
"3170-GWYKC","Stayed","No","",""
"3170-NMYVV","Stayed","No","",""
"3173-NVMPX","Stayed","No","",""
"3173-WSSUE","Stayed","No","",""
"3174-AKMAS","Stayed","No","",""
"3174-RKMOW","Stayed","No","",""
"3177-LASXD","Churned","Yes","Dissatisfaction","Poor expertise of phone support"
"3178-CIFOT","Stayed","No","",""
"3178-FESZO","Churned","Yes","Other","Don't know"
"3179-GBRWV","Stayed","No","",""
"3181-MIZBN","Stayed","No","",""
"3181-VTHOE","Stayed","No","",""
"3186-AJIEK","Stayed","No","",""
"3186-BAXNB","Churned","Yes","Attitude","Attitude of service provider"
"3190-FZATL","Stayed","No","",""
"3190-ITQXP","Stayed","No","",""
"3190-XFANI","Churned","Yes","Competitor","Competitor offered more data"
"3191-CSNMG","Joined","No","",""
"3192-LNKRK","Stayed","No","",""
"3192-NQECA","Churned","Yes","Competitor","Competitor had better devices"
"3194-ORPIK","Churned","Yes","Competitor","Competitor had better devices"
"3195-TQDZX","Joined","No","",""
"3196-NVXLZ","Stayed","No","",""
"3197-ARFOY","Stayed","No","",""
"3197-NNYNB","Stayed","No","",""
"3198-VELRD","Churned","Yes","Competitor","Competitor had better devices"
"3199-NPKCN","Stayed","No","",""
"3199-XGZCY","Stayed","No","",""
"3200-MNQTF","Stayed","No","",""
"3205-MXZRA","Stayed","No","",""
"3207-OYBWH","Churned","Yes","Attitude","Attitude of support person"
"3208-YPIOE","Churned","Yes","Competitor","Competitor made better offer"
"3209-ZPKFI","Stayed","No","",""
"3211-AAPKX","Stayed","No","",""
"3211-ILJTT","Churned","Yes","Competitor","Competitor had better devices"
"3212-KXOCR","Stayed","No","",""
"3213-VVOLG","Stayed","No","",""
"3214-IYUUQ","Stayed","No","",""
"3217-FZDMN","Churned","Yes","Competitor","Competitor had better devices"
"3219-JQRSL","Stayed","No","",""
"3221-CJMSG","Stayed","No","",""
"3223-DWFIO","Stayed","No","",""
"3223-WZWJM","Churned","Yes","Competitor","Competitor offered higher download speeds"
"3224-DFQNQ","Stayed","No","",""
"3227-WLKLI","Stayed","No","",""
"3229-USWAR","Stayed","No","",""
"3230-IUALN","Stayed","No","",""
"3230-JCNZS","Stayed","No","",""
"3230-WYKIR","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"3234-VKACU","Joined","No","",""
"3235-ETOOB","Churned","Yes","Competitor","Competitor made better offer"
"3237-AJGEH","Churned","Yes","Other","Poor expertise of online support"
"3239-TPHPZ","Stayed","No","",""
"3243-ZHOHY","Stayed","No","",""
"3244-CQPHU","Stayed","No","",""
"3244-DCJWY","Churned","Yes","Competitor","Competitor had better devices"
"3247-MHJKM","Joined","No","",""
"3247-ZVOUO","Churned","Yes","Attitude","Attitude of support person"
"3249-VHRIP","Stayed","No","",""
"3249-ZPQRG","Churned","Yes","Competitor","Competitor made better offer"
"3251-YMVWZ","Stayed","No","",""
"3253-HKOKL","Stayed","No","",""
"3254-YRILK","Churned","Yes","Competitor","Competitor had better devices"
"3255-GRXMG","Stayed","No","",""
"3256-EZDBI","Stayed","No","",""
"3258-SANFR","Stayed","No","",""
"3258-SYSWS","Stayed","No","",""
"3258-ZKPAI","Stayed","No","",""
"3259-FDWOY","Churned","Yes","Competitor","Competitor offered higher download speeds"
"3259-KNMRR","Stayed","No","",""
"3259-QMXUN","Stayed","No","",""
"3261-CQXOL","Stayed","No","",""
"3262-EIDHV","Stayed","No","",""
"3266-FTKHB","Stayed","No","",""
"3269-ATYWD","Churned","Yes","Other","Don't know"
"3272-VUHPV","Stayed","No","",""
"3274-NSDWE","Stayed","No","",""
"3275-RHRNE","Stayed","No","",""
"3276-HDUEG","Churned","Yes","Competitor","Competitor made better offer"
"3278-FSIXX","Joined","No","",""
"3279-DYZQM","Stayed","No","",""
"3280-MRDOF","Stayed","No","",""
"3280-NMUVX","Stayed","No","",""
"3282-ZISZV","Stayed","No","",""
"3283-WCWXT","Stayed","No","",""
"3284-SVCRO","Stayed","No","",""
"3285-UCQVC","Churned","Yes","Other","Don't know"
"3292-PBZEJ","Stayed","No","",""
"3295-YVUSR","Joined","No","",""
"3296-SILRA","Churned","Yes","Attitude","Attitude of support person"
"3298-QEICA","Stayed","No","",""
"3301-LSLWQ","Stayed","No","",""
"3301-VKTGC","Stayed","No","",""
"3307-TLCUD","Stayed","No","",""
"3308-DGHKL","Stayed","No","",""
"3308-JSGML","Stayed","No","",""
"3308-MHOOC","Joined","No","",""
"3312-UUMZW","Stayed","No","",""
"3312-ZWLGF","Stayed","No","",""
"3313-QKNKB","Churned","Yes","Competitor","Competitor offered more data"
"3315-IKYZQ","Stayed","No","",""
"3315-TOTBP","Churned","Yes","Dissatisfaction","Lack of self-service on Website"
"3316-UWXUY","Stayed","No","",""
"3317-HRTNN","Churned","Yes","Competitor","Competitor made better offer"
"3317-VLGQT","Stayed","No","",""
"3318-ISQFQ","Stayed","No","",""
"3318-NMQXL","Joined","No","",""
"3318-OSATS","Churned","Yes","Other","Don't know"
