"area_id","zip_code","city","latitutde","longitude","population"
535,92627,"Costa Mesa",33.645672,-117.922613,62069
536,92629,"Dana Point",33.477923,-117.705314,27730
537,92630,"Lake Forest",33.644849,-117.684254,59176
538,92646,"Huntington Beach",33.666301,-117.969501,56517
539,92647,"Huntington Beach",33.723579,-118.005441,58764
540,92648,"Huntington Beach",33.679659,-118.016195,42663
541,92649,"Huntington Beach",33.721917,-118.043237,32304
542,92651,"Laguna Beach",33.570023,-117.773669,25206
543,92653,"Laguna Hills",33.606899,-117.717854,48273
544,92655,"Midway City",33.744439,-117.98588,8660
545,92656,"Aliso Viejo",33.571259,-117.731917,41237
546,92657,"Newport Coast",33.603282,-117.821841,5597
547,92660,"Newport Beach",33.634626,-117.874882,28687
548,92661,"Newport Beach",33.601309,-117.902304,4242
549,92662,"Newport Beach",33.606336,-117.893042,3124
550,92663,"Newport Beach",33.62251,-117.927024,22133
551,92672,"San Clemente",33.429488,-117.609432,34946
552,92673,"San Clemente",33.4725,-117.584273,15297
553,92675,"San Juan Capistrano",33.521447,-117.602555,34321
554,92676,"Silverado",33.782346,-117.635263,1859
555,92677,"Laguna Niguel",33.529047,-117.701175,62103
556,92679,"Trabuco Canyon",33.631119,-117.567346,32268
557,92683,"Westminster",33.752591,-117.993661,88230
558,92688,"Rancho Santa Margarita",33.624654,-117.611733,42193
559,92691,"Mission Viejo",33.611945,-117.665867,46371
560,92692,"Mission Viejo",33.60693,-117.644253,46227
561,92694,"Ladera Ranch",33.569186,-117.640055,350
562,92701,"Santa Ana",33.748478,-117.858918,58157
563,92703,"Santa Ana",33.748635,-117.906125,70011
564,92704,"Santa Ana",33.719869,-117.907063,91188
565,92705,"Santa Ana",33.766004,-117.786763,44117
566,92706,"Santa Ana",33.765893,-117.881533,37879
567,92707,"Santa Ana",33.714829,-117.872941,62634
568,92708,"Fountain Valley",33.712036,-117.950113,54548
569,92780,"Tustin",33.735802,-117.818805,55062
570,92782,"Tustin",33.738543,-117.785046,17494
571,92801,"Anaheim",33.844983,-117.952151,60553
572,92802,"Anaheim",33.807864,-117.923782,45086
573,92804,"Anaheim",33.818,-117.974404,81333
574,92805,"Anaheim",33.830209,-117.906099,68802
575,92806,"Anaheim",33.83796,-117.870494,34398
576,92807,"Anaheim",33.848733,-117.788357,36301
577,92808,"Anaheim",33.850452,-117.726668,19629
578,92821,"Brea",33.930199,-117.862898,34055
579,92823,"Brea",33.924143,-117.79387,1408
580,92831,"Fullerton",33.879983,-117.895482,34592
581,92832,"Fullerton",33.868316,-117.929029,24502
582,92833,"Fullerton",33.877639,-117.961212,46105
583,92835,"Fullerton",33.902211,-117.914922,21157
584,92840,"Garden Grove",33.787165,-117.931889,50641
585,92841,"Garden Grove",33.786738,-117.982564,31428
586,92843,"Garden Grove",33.764018,-117.931507,43491
587,92844,"Garden Grove",33.766476,-117.969795,23481
588,92845,"Garden Grove",33.782955,-118.026456,15878
589,92860,"Norco",33.925833,-117.559639,22443
590,92861,"Villa Park",33.817473,-117.810462,5935
591,92865,"Orange",33.828779,-117.848299,18058
592,92866,"Orange",33.784597,-117.844535,15396
593,92867,"Orange",33.81859,-117.821288,40915
594,92868,"Orange",33.787796,-117.875928,23172
595,92869,"Orange",33.792791,-117.789749,37916
596,92870,"Placentia",33.881158,-117.854783,48170
597,92879,"Corona",33.893823,-117.531446,44875
598,92880,"Corona",33.918043,-117.617809,16998
599,92881,"Corona",33.833686,-117.513063,21911
600,92882,"Corona",33.819385,-117.600213,60294
601,92883,"Corona",33.762351,-117.488725,13188
602,92886,"Yorba Linda",33.897253,-117.792202,39458
603,92887,"Yorba Linda",33.884073,-117.732197,20893
604,93001,"Ventura",34.360261,-119.306383,32899
605,93003,"Ventura",34.279221,-119.221437,46894
606,93004,"Ventura",34.278697,-119.167798,27381
607,93010,"Camarillo",34.227846,-119.079903,42853
608,93012,"Camarillo",34.205504,-118.993111,24945
609,93013,"Carpinteria",34.441398,-119.513163,17409
610,93015,"Fillmore",34.408161,-118.865111,16013
611,93021,"Moorpark",34.312945,-118.858169,32984
612,93022,"Oak View",34.404544,-119.302118,6503
613,93023,"Ojai",34.581308,-118.931948,21633
614,93030,"Oxnard",34.223244,-119.18012,79736
615,93033,"Oxnard",34.156629,-119.117218,77791
616,93035,"Oxnard",34.18454,-119.224666,25322
617,93040,"Piru",34.432843,-118.730106,1459
618,93041,"Port Hueneme",34.110124,-119.100972,25634
619,93060,"Santa Paula",34.402343,-119.094824,32511
620,93063,"Simi Valley",34.296813,-118.685703,49027
621,93065,"Simi Valley",34.269449,-118.768471,64802
622,93066,"Somis",34.297628,-119.014627,2966
623,93067,"Summerland",34.420998,-119.60137,576
624,93101,"Santa Barbara",34.419203,-119.710008,31727
625,93103,"Santa Barbara",34.438581,-119.685368,20893
626,93105,"Santa Barbara",34.037342,-119.80079,25771
627,93108,"Santa Barbara",34.457541,-119.631072,12741
628,93109,"Santa Barbara",34.406256,-119.726936,10986
629,93110,"Santa Barbara",34.437945,-119.77191,15757
630,93111,"Santa Barbara",34.460197,-119.802602,16477
631,93117,"Goleta",34.489983,-120.091246,49975
632,93201,"Alpaugh",35.869626,-119.498771,1054
633,93202,"Armona",36.315979,-119.710852,2872
634,93203,"Arvin",35.116307,-118.817644,16206
635,93204,"Avenal",35.916943,-120.129921,14697
636,93205,"Bodfish",35.523991,-118.400432,1954
637,93206,"Buttonwillow",35.451402,-119.488413,2078
638,93207,"California Hot Springs",35.865795,-118.69759,226
639,93208,"Camp Nelson",36.057458,-118.591951,191
640,93210,"Coalinga",36.186867,-120.387793,18036
641,93212,"Corcoran",36.04533,-119.532424,23506
642,93215,"Delano",35.772244,-119.209689,37280
643,93218,"Ducor",35.846067,-119.004073,823
644,93219,"Earlimart",35.858054,-119.305858,9318
645,93221,"Exeter",36.301689,-119.018233,13333
646,93222,"Frazier Park",34.907911,-119.234281,1526
647,93223,"Farmersville",36.29878,-119.201028,8644
648,93224,"Fellows",35.215731,-119.57013,626
649,93225,"Frazier Park",34.827662,-118.999073,4498
650,93226,"Glennville",35.735694,-118.738483,296
651,93230,"Hanford",36.29223,-119.622676,53204
652,93234,"Huron",36.217864,-120.080117,6918
653,93235,"Ivanhoe",36.385818,-119.224243,4517
654,93238,"Kernville",35.852892,-118.397782,1873
655,93239,"Kettleman City",35.996923,-120.000951,1809
656,93240,"Lake Isabella",35.607875,-118.466318,5564
657,93241,"Lamont",35.245035,-118.905553,15364
658,93242,"Laton",36.444232,-119.718285,2900
659,93243,"Lebec",34.845861,-118.885163,1247
660,93244,"Lemon Cove",36.462671,-118.997291,293
661,93245,"Lemoore",36.303666,-119.825657,30419
662,93247,"Lindsay",36.205465,-119.085807,15508
663,93249,"Lost Hills",35.637715,-119.893068,2502
664,93250,"Mc Farland",35.666886,-119.186717,10781
665,93251,"Mc Kittrick",35.38381,-119.730885,302
666,93254,"New Cuyama",34.956577,-119.750142,798
667,93256,"Pixley",35.957019,-119.330928,4198
668,93257,"Porterville",36.008958,-118.891593,65566
669,93260,"Posey",35.861928,-118.636698,266
670,93261,"Richgrove",35.809921,-119.127437,2956
671,93262,"Sequoia National Park",36.527243,-118.594938,56
672,93263,"Shafter",35.490705,-119.286833,15177
673,93265,"Springville",36.245926,-118.693138,3546
674,93266,"Stratford",36.175255,-119.813805,1729
675,93267,"Strathmore",36.141319,-119.129075,5689
676,93268,"Taft",35.184837,-119.402525,14937
677,93270,"Terra Bella",35.939068,-119.043666,5868
678,93271,"Three Rivers",36.413433,-118.854708,2318
679,93274,"Tulare",36.185471,-119.375243,56101
680,93276,"Tupman",35.316263,-119.402559,236
681,93277,"Visalia",36.303793,-119.375646,44741
682,93280,"Wasco",35.652242,-119.4464,22760
683,93283,"Weldon",35.55647,-118.244914,1935
684,93285,"Wofford Heights",35.690535,-118.552784,2515
685,93286,"Woodlake",36.464635,-119.094348,8870
686,93287,"Woody",35.710244,-118.881679,88
687,93291,"Visalia",36.391777,-119.372842,36718
688,93292,"Visalia",36.37559,-119.211689,30395
689,93301,"Bakersfield",35.383937,-119.020428,12963
690,93304,"Bakersfield",35.339796,-119.023552,44588
691,93305,"Bakersfield",35.391733,-118.984109,35643
692,93306,"Bakersfield",35.449881,-118.841442,53481
693,93307,"Bakersfield",35.280113,-118.962329,59195
694,93308,"Bakersfield",35.559617,-118.925185,44915
695,93309,"Bakersfield",35.342891,-119.064803,58632
696,93311,"Bakersfield",35.16207,-119.194488,20440
697,93312,"Bakersfield",35.392599,-119.245341,40836
698,93313,"Bakersfield",35.140938,-119.051348,25126
699,93401,"San Luis Obispo",35.233745,-120.626442,27047
700,93402,"Los Osos",35.279984,-120.824288,14859
701,93405,"San Luis Obispo",35.236549,-120.727344,31982
702,93420,"Arroyo Grande",35.176236,-120.483243,24499
703,93422,"Atascadero",35.453912,-120.69461,29539
704,93424,"Avila Beach",35.186644,-120.728305,812
705,93426,"Bradley",35.842889,-121.004862,1363
706,93427,"Buellton",34.631362,-120.238218,4644
707,93428,"Cambria",35.591387,-121.032256,6526
708,93429,"Casmalia",34.866032,-120.536546,210
709,93430,"Cayucos",35.511833,-120.918713,3220
710,93432,"Creston",35.480896,-120.469476,1203
711,93433,"Grover Beach",35.120833,-120.61843,13106
712,93434,"Guadalupe",34.936,-120.594655,5726
713,93436,"Lompoc",34.601055,-120.382917,51737
714,93437,"Lompoc",34.757477,-120.550507,6165
715,93440,"Los Alamos",34.758699,-120.275839,1328
716,93441,"Los Olivos",34.70434,-120.02609,1317
717,93442,"Morro Bay",35.369553,-120.763864,10909
718,93444,"Nipomo",35.050345,-120.489599,15405
719,93445,"Oceano",35.059695,-120.604741,7435
720,93446,"Paso Robles",35.634222,-120.728341,35586
721,93449,"Pismo Beach",35.165668,-120.655842,8564
722,93450,"San Ardo",35.996008,-120.85305,670
723,93451,"San Miguel",35.886767,-120.608661,2666
724,93452,"San Simeon",35.746484,-121.223355,471
725,93453,"Santa Margarita",35.303926,-120.256567,2687
726,93454,"Santa Maria",34.943523,-120.256729,30540
727,93455,"Santa Maria",34.818227,-120.418784,37364
728,93458,"Santa Maria",34.95934,-120.490081,43684
729,93460,"Santa Ynez",34.630356,-120.032564,5710
730,93461,"Shandon",35.634488,-120.293534,1255
731,93463,"Solvang",34.624399,-120.137875,7958
732,93465,"Templeton",35.536115,-120.739231,7918
733,93501,"Mojave",35.097323,-118.171288,4882
734,93505,"California City",35.151491,-117.927597,8316
735,93510,"Acton",34.501452,-118.207862,7831
736,93512,"Benton",37.653947,-118.231443,340
737,93513,"Big Pine",37.245505,-118.062943,1826
738,93514,"Bishop",37.04584,-118.397236,13309
739,93516,"Boron",34.95703,-117.73045,2241
740,93517,"Bridgeport",38.184583,-119.286558,826
741,93518,"Caliente",35.358953,-118.527064,1022
742,93522,"Darwin",36.319181,-117.593053,64
743,93523,"Edwards",34.966777,-117.961179,7685
744,93526,"Independence",36.869584,-118.189241,734
745,93528,"Johannesburg",35.363339,-117.637641,207
746,93529,"June Lake",37.730269,-119.055813,618
747,93530,"Keeler",36.560498,-117.962461,71
748,93531,"Keene",35.214982,-118.59049,1436
749,93532,"Lake Hughes",34.659579,-118.584212,2771
750,93534,"Lancaster",34.727529,-118.153098,35109
751,93535,"Lancaster",34.712708,-117.889656,57794
752,93536,"Lancaster",34.741406,-118.38111,49309
753,93541,"Lee Vining",37.890145,-119.184087,504
754,93543,"Littlerock",34.505273,-117.955054,11198
755,93544,"Llano",34.500091,-117.765862,1220
756,93546,"Mammoth Lakes",37.550074,-118.837167,8217
757,93549,"Olancha",36.296851,-117.865469,318
758,93550,"Palmdale",34.536232,-118.082935,67232
759,93551,"Palmdale",34.613476,-118.256358,34045
760,93552,"Palmdale",34.557711,-118.029441,25370
761,93553,"Pearblossom",34.445239,-117.894868,1613
762,93554,"Randsburg",35.405722,-117.773354,117
763,93560,"Rosamond",34.903052,-118.411251,14931
764,93561,"Tehachapi",35.073777,-118.652112,25805
765,93563,"Valyermo",34.39583,-117.734568,413
766,93591,"Palmdale",34.598221,-117.79593,6787
767,93601,"Ahwahnee",37.375816,-119.739935,1968
768,93602,"Auberry",36.991762,-119.242874,3464
769,93603,"Badger",36.64545,-118.924982,273
770,93604,"Bass Lake",37.458367,-119.345011,613
771,93605,"Big Creek",37.17277,-119.2997,273
772,93606,"Biola",36.798882,-120.019511,807
773,93608,"Cantua Creek",36.488056,-120.407691,1766
774,93609,"Caruthers",36.5276,-119.865999,5446
775,93610,"Chowchilla",37.100948,-120.270136,19391
776,93611,"Clovis",36.917652,-119.593757,46858
777,93612,"Clovis",36.814539,-119.711868,33856
778,93614,"Coarsegold",37.212191,-119.749323,9395
779,93615,"Cutler",36.497895,-119.285484,5519
780,93616,"Del Rey",36.657462,-119.595293,1965
781,93618,"Dinuba",36.523619,-119.386868,24206
782,93620,"Dos Palos",37.045728,-120.630682,9388
783,93621,"Dunlap",36.789213,-119.140338,506
784,93622,"Firebaugh",36.785618,-120.625382,9491
785,93623,"Fish Camp",37.483535,-119.679414,77
786,93624,"Five Points",36.397745,-120.119911,1852
787,93625,"Fowler",36.625792,-119.672483,5635
788,93626,"Friant",37.027663,-119.69056,1125
789,93627,"Helm",36.520537,-120.118055,152
790,93628,"Hume",36.807595,-118.901544,93
791,93630,"Kerman",36.727418,-120.123526,14062
792,93631,"Kingsburg",36.478239,-119.52137,14088
793,93634,"Lakeshore",37.290606,-119.216328,52
794,93635,"Los Banos",36.995162,-120.955099,29124
795,93637,"Madera",36.902954,-120.194274,28434
796,93638,"Madera",37.004068,-119.930027,49247
797,93641,"Miramonte",36.696759,-119.024051,571
798,93643,"North Fork",37.244307,-119.470256,3376
799,93644,"Oakhurst",37.648647,-119.231447,8521
800,93645,"O Neals",37.140104,-119.657092,173
801,93646,"Orange Cove",36.633498,-119.298895,8449
802,93647,"Orosi",36.600185,-119.175655,9780
803,93648,"Parlier",36.622237,-119.521126,12587
804,93650,"Fresno",36.841655,-119.797113,3258
805,93651,"Prather",37.007238,-119.505661,1314
806,93652,"Raisin City",36.594542,-119.905245,265
807,93653,"Raymond",37.252057,-119.95783,972
808,93654,"Reedley",36.636638,-119.421842,25923
809,93656,"Riverdale",36.452211,-119.94575,5729
810,93657,"Sanger",36.819628,-119.440414,28991
811,93660,"San Joaquin",36.600193,-120.153393,4318
812,93662,"Selma",36.545322,-119.642281,26213
813,93664,"Shaver Lake",37.223,-119.001021,642
814,93665,"South Dos Palos",36.959731,-120.653519,343
815,93666,"Sultana",36.545353,-119.338535,306
816,93667,"Tollhouse",36.993666,-119.348267,2633
817,93668,"Tranquillity",36.635661,-120.288644,1130
818,93669,"Wishon",37.287758,-119.548156,327
819,93673,"Traver",36.456091,-119.486225,646
820,93675,"Squaw Valley",36.719141,-119.202677,3146
821,93701,"Fresno",36.749403,-119.787574,13858
822,93702,"Fresno",36.739385,-119.753649,47999
823,93703,"Fresno",36.768774,-119.762633,31180
824,93704,"Fresno",36.799648,-119.801247,26580
825,93705,"Fresno",36.78724,-119.827813,35451
826,93706,"Fresno",36.654614,-119.903674,35790
827,93710,"Fresno",36.822715,-119.761826,29337
828,93711,"Fresno",36.833002,-119.82947,36274
829,93720,"Fresno",36.878709,-119.7645,45087
830,93721,"Fresno",36.732694,-119.783786,6848
831,93722,"Fresno",36.78979,-119.929894,60889
832,93725,"Fresno",36.623632,-119.741322,21010
833,93726,"Fresno",36.793601,-119.761131,39148
834,93727,"Fresno",36.751489,-119.68072,54701
835,93728,"Fresno",36.757345,-119.818274,16346
836,93901,"Salinas",36.64152,-121.622188,35739
837,93905,"Salinas",36.667794,-121.601306,58548
838,93906,"Salinas",36.722898,-121.633648,53946
839,93907,"Salinas",36.77462,-121.664714,22292
840,93908,"Salinas",36.624338,-121.615669,13027
841,93921,"Carmel By The Sea",36.554618,-121.922239,2966
842,93923,"Carmel",36.460611,-121.852507,13121
843,93924,"Carmel Valley",36.414611,-121.6386,6691
844,93925,"Chualar",36.596271,-121.442274,1140
845,93926,"Gonzales",36.52588,-121.396719,9023
846,93927,"Greenfield",36.248708,-121.386617,14204
847,93928,"Jolon",35.930782,-121.189757,254
848,93930,"King City",36.220761,-120.980777,14477
849,93932,"Lockwood",35.989792,-121.055933,538
850,93933,"Marina",36.689582,-121.758398,21759
851,93940,"Monterey",36.362741,-121.869685,32857
852,93950,"Pacific Grove",36.618337,-121.926417,15449
853,93953,"Pebble Beach",36.587497,-121.944815,4602
854,93954,"San Lucas",36.125529,-120.864443,521
855,93955,"Seaside",36.625114,-121.823565,38244
856,93960,"Soledad",36.414216,-121.360597,13003
857,93962,"Spreckels",36.624641,-121.647195,407
858,94002,"Belmont",37.509366,-122.306132,25566
859,94005,"Brisbane",37.684694,-122.40712,3635
860,94010,"Burlingame",37.57028,-122.365778,40346
861,94014,"Daly City",37.691561,-122.445202,47453
862,94015,"Daly City",37.680844,-122.48131,63337
863,94019,"Half Moon Bay",37.45567,-122.407992,17929
864,94020,"La Honda",37.285677,-122.224165,1622
865,94021,"Loma Mar",37.266388,-122.26308,148
866,94022,"Los Altos",37.349546,-122.134356,18486
867,94024,"Los Altos",37.352911,-122.093002,21496
868,94025,"Menlo Park",37.449551,-122.183762,39062
869,94027,"Atherton",37.454924,-122.203168,6876
870,94028,"Portola Valley",37.369709,-122.215844,6601
871,94030,"Millbrae",37.601248,-122.403099,20350
872,94037,"Montara",37.540582,-122.509594,2346
873,94038,"Moss Beach",37.515556,-122.502311,3064
874,94040,"Mountain View",37.380662,-122.086022,32143
875,94041,"Mountain View",37.388349,-122.075299,13483
876,94043,"Mountain View",37.419725,-122.062947,27822
877,94044,"Pacifica",37.573633,-122.455167,38885
878,94060,"Pescadero",37.22565,-122.297533,2055
879,94061,"Redwood City",37.461251,-122.235414,35737
880,94062,"Redwood City",37.410567,-122.297152,25569
881,94063,"Redwood City",37.499411,-122.196318,32368
882,94065,"Redwood City",37.527497,-122.230941,10658
883,94066,"San Bruno",37.624436,-122.430661,39566
884,94070,"San Carlos",37.497915,-122.267361,28098
885,94074,"San Gregorio",37.331762,-122.341444,291
886,94080,"South San Francisco",37.654436,-122.426468,60599
887,94086,"Sunnyvale",37.378541,-122.020456,64010
888,94087,"Sunnyvale",37.3511,-122.037311,50070
889,94089,"Sunnyvale",37.421633,-122.009613,16985
890,94102,"San Francisco",37.7795,-122.419233,28998
891,94103,"San Francisco",37.773147,-122.411287,23036
892,94104,"San Francisco",37.791222,-122.402241,384
893,94105,"San Francisco",37.789168,-122.395009,2066
894,94107,"San Francisco",37.768881,-122.395521,17372
895,94108,"San Francisco",37.791998,-122.408653,13723
896,94109,"San Francisco",37.794487,-122.42227,56330
897,94110,"San Francisco",37.750021,-122.415201,74641
898,94111,"San Francisco",37.801776,-122.402293,3337
899,94112,"San Francisco",37.720498,-122.443119,73117
900,94114,"San Francisco",37.758085,-122.434801,30587
901,94115,"San Francisco",37.786031,-122.437301,33122
902,94116,"San Francisco",37.74441,-122.486764,42959
903,94117,"San Francisco",37.770533,-122.445121,38756
904,94118,"San Francisco",37.781304,-122.461522,38955
905,94121,"San Francisco",37.776718,-122.495781,42476
906,94122,"San Francisco",37.760412,-122.484966,55504
907,94123,"San Francisco",37.800254,-122.436975,22920
908,94124,"San Francisco",37.731505,-122.384532,33177
909,94127,"San Francisco",37.736535,-122.45732,20643
910,94129,"San Francisco",37.797526,-122.464531,2240
911,94130,"San Francisco",37.820894,-122.369725,1458
912,94131,"San Francisco",37.746699,-122.442833,27906
913,94132,"San Francisco",37.722302,-122.491129,26297
914,94133,"San Francisco",37.802071,-122.411004,26831
915,94134,"San Francisco",37.721052,-122.413573,40137
916,94301,"Palo Alto",37.444314,-122.149996,16198
917,94303,"Palo Alto",37.45809,-122.115398,45499
918,94304,"Palo Alto",37.386978,-122.177746,1723
919,94305,"Stanford",37.424342,-122.165641,13386
920,94306,"Palo Alto",37.416159,-122.131337,24492
921,94401,"San Mateo",37.590421,-122.306467,32488
922,94402,"San Mateo",37.556634,-122.317723,23393
923,94403,"San Mateo",37.538309,-122.305109,37926
924,94404,"San Mateo",37.556094,-122.272437,31882
925,94501,"Alameda",37.774633,-122.274434,58555
926,94502,"Alameda",37.724817,-122.224363,13996
927,94506,"Danville",37.791481,-121.903253,19777
928,94507,"Alamo",37.855717,-121.994813,15187
929,94508,"Angwin",38.542448,-122.419923,3641
930,94509,"Antioch",37.980057,-121.801599,90891
931,94510,"Benicia",38.113533,-122.11926,25578
932,94511,"Bethel Island",38.050558,-121.646924,2379
933,94512,"Birds Landing",38.140719,-121.838298,138
934,94513,"Brentwood",37.908242,-121.682472,26577
935,94514,"Byron",37.83323,-121.601461,10153
936,94515,"Calistoga",38.629618,-122.593216,7384
937,94517,"Clayton",37.881842,-121.848111,14239
938,94518,"Concord",37.950248,-122.022455,27394
939,94519,"Concord",37.990118,-122.012188,18650
940,94520,"Concord",38.013825,-122.039144,36186
941,94521,"Concord",37.971421,-121.971504,39888
942,94523,"Pleasant Hill",37.95338,-122.076886,32685
943,94525,"Crockett",38.049292,-122.228415,3193
944,94526,"Danville",37.815459,-121.977203,32873
945,94530,"El Cerrito",37.924838,-122.289145,23141
946,94533,"Fairfield",38.287136,-122.02711,77683
947,94535,"Travis Afb",38.265899,-121.939461,9978
948,94536,"Fremont",37.572273,-121.964583,66543
949,94538,"Fremont",37.505768,-121.962472,56126
950,94539,"Fremont",37.516791,-121.899117,46917
951,94541,"Hayward",37.674002,-122.076796,60274
952,94542,"Hayward",37.656695,-122.048361,11147
953,94544,"Hayward",37.639215,-122.037554,72993
954,94545,"Hayward",37.62984,-122.120843,27311
955,94546,"Castro Valley",37.708327,-122.083473,41698
956,94547,"Hercules",37.991259,-122.214945,22479
957,94549,"Lafayette",37.907777,-122.127161,23996
958,94550,"Livermore",37.571748,-121.659562,75929
959,94552,"Castro Valley",37.722727,-122.02157,13212
960,94553,"Martinez",38.014457,-122.115432,46677
961,94555,"Fremont",37.555473,-122.080312,33883
962,94556,"Moraga",37.827946,-122.107185,16510
963,94558,"Napa",38.489789,-122.27011,63947
964,94559,"Napa",38.232389,-122.324944,26894
965,94560,"Newark",37.504133,-122.032347,42491
966,94561,"Oakley",37.999406,-121.686241,27607
967,94563,"Orinda",37.873916,-122.20522,17964
968,94564,"Pinole",37.996462,-122.293716,16717
969,94565,"Pittsburg",38.006047,-121.916834,78816
970,94566,"Pleasanton",37.633361,-121.862395,36669
971,94567,"Pope Valley",38.672708,-122.403219,494
972,94568,"Dublin",37.713926,-121.928425,29636
973,94569,"Port Costa",38.035707,-122.196821,173
974,94571,"Rio Vista",38.148862,-121.737696,5246
975,94572,"Rodeo",38.027218,-122.23463,8506
976,94574,"Saint Helena",38.581354,-122.296283,9423
977,94576,"Deer Park",38.554383,-122.474773,223
978,94577,"San Leandro",37.717196,-122.159338,41871
979,94578,"San Leandro",37.704384,-122.126703,36568
980,94579,"San Leandro",37.687264,-122.15728,19815
981,94580,"San Lorenzo",37.676249,-122.132415,26240
982,94583,"San Ramon",37.766556,-121.976784,44078
983,94585,"Suisun City",38.197907,-122.017258,39279
984,94586,"Sunol",37.587494,-121.862856,790
985,94587,"Union City",37.59485,-122.051521,66472
986,94588,"Pleasanton",37.685052,-121.912061,28568
987,94589,"Vallejo",38.161321,-122.271588,42209
988,94590,"Vallejo",38.104705,-122.247387,37218
989,94591,"Vallejo",38.105733,-122.186338,51665
990,94592,"Vallejo",38.093701,-122.276589,159
991,94595,"Walnut Creek",37.862128,-122.075197,18024
992,94596,"Walnut Creek",37.900662,-122.052782,40917
993,94598,"Walnut Creek",37.916648,-122.008483,26022
994,94599,"Yountville",38.421458,-122.365048,2873
995,94601,"Oakland",37.776523,-122.219268,54876
996,94602,"Oakland",37.803883,-122.208417,28900
997,94603,"Oakland",37.739113,-122.175602,31392
998,94605,"Oakland",37.758019,-122.138678,42854
999,94606,"Oakland",37.792489,-122.244314,41876
1000,94607,"Oakland",37.80707,-122.297401,21054
1001,94608,"Emeryville",37.83726,-122.287648,24589
1002,94609,"Oakland",37.834341,-122.26437,21097
1003,94610,"Oakland",37.808731,-122.238708,29964
1004,94611,"Oakland",37.828416,-122.216005,36517
1005,94612,"Oakland",37.809014,-122.269739,11702
1006,94618,"Oakland",37.84551,-122.235181,15438
1007,94619,"Oakland",37.787186,-122.14633,24518
1008,94621,"Oakland",37.750553,-122.197175,30751
1009,94702,"Berkeley",37.866009,-122.286228,15638
1010,94703,"Berkeley",37.863843,-122.275684,19763
1011,94704,"Berkeley",37.871416,-122.246597,21205
1012,94705,"Berkeley",37.858898,-122.240512,12448
1013,94706,"Albany",37.890274,-122.295192,15882
1014,94707,"Berkeley",37.897753,-122.279391,11889
1015,94708,"Berkeley",37.897743,-122.263124,10737
1016,94709,"Berkeley",37.878554,-122.26609,10147
1017,94710,"Berkeley",37.872902,-122.303708,8157
1018,94801,"Richmond",37.945288,-122.383941,28450
1019,94803,"El Sobrante",37.963995,-122.288296,25399
1020,94804,"Richmond",37.921034,-122.341798,39089
1021,94805,"Richmond",37.941456,-122.320968,13984
1022,94806,"San Pablo",37.980269,-122.342635,55720
1023,94901,"San Rafael",37.972662,-122.491452,40239
1024,94903,"San Rafael",38.018065,-122.546024,28403
1025,94904,"Greenbrae",37.946617,-122.563571,12010
1026,94920,"Belvedere Tiburon",37.885629,-122.46858,13065
1027,94922,"Bodega",38.343282,-122.9755,584
1028,94923,"Bodega Bay",38.377165,-123.037957,1785
1029,94924,"Bolinas",37.943087,-122.72379,1573
1030,94925,"Corte Madera",37.924014,-122.511694,9038
1031,94928,"Rohnert Park",38.34719,-122.697822,42544
1032,94929,"Dillon Beach",38.24458,-122.956268,330
1033,94930,"Fairfax",37.971751,-122.611873,8486
1034,94931,"Cotati",38.326215,-122.718742,7936
1035,94933,"Forest Knolls",38.010092,-122.689442,1025
1036,94937,"Inverness",38.099323,-122.945723,1004
1037,94938,"Lagunitas",38.021772,-122.691744,821
1038,94939,"Larkspur",37.937082,-122.532369,6773
1039,94940,"Marshall",38.129308,-122.834815,406
1040,94941,"Mill Valley",37.901371,-122.572024,28727
1041,94945,"Novato",38.135897,-122.563683,16429
1042,94946,"Nicasio",38.065359,-122.665566,607
1043,94947,"Novato",38.112166,-122.634384,24741
1044,94949,"Novato",38.067204,-122.524004,13361
1045,94950,"Olema",38.052209,-122.775567,248
1046,94951,"Penngrove",38.325599,-122.642352,3777
1047,94952,"Petaluma",38.237018,-122.77872,31930
1048,94954,"Petaluma",38.235021,-122.557332,35419
1049,94956,"Point Reyes Station",38.060264,-122.830646,1885
1050,94960,"San Anselmo",37.99272,-122.575026,16849
1051,94963,"San Geronimo",38.00474,-122.663717,548
1052,94964,"San Quentin",37.942551,-122.491642,6448
1053,94965,"Sausalito",37.848641,-122.515692,11213
1054,94970,"Stinson Beach",37.921137,-122.657562,781
1055,94971,"Tomales",38.240769,-122.901041,384
1056,94972,"Valley Ford",38.339996,-122.935056,66
1057,94973,"Woodacre",38.005839,-122.638155,1449
1058,95002,"Alviso",37.449537,-121.994813,2147
1059,95003,"Aptos",37.013471,-121.877877,24227
1060,95004,"Aromas",36.878364,-121.629781,3373
1061,95005,"Ben Lomond",37.078873,-122.090386,6407
1062,95006,"Boulder Creek",37.171727,-122.142961,10520
1063,95007,"Brookdale",37.106902,-122.100006,1007
1064,95008,"Campbell",37.279689,-121.954567,44976
1065,95010,"Capitola",36.977025,-121.952864,9673
1066,95012,"Castroville",36.784481,-121.759054,8582
1067,95014,"Cupertino",37.306612,-122.080621,54431
1068,95017,"Davenport",37.114335,-122.237162,857
1069,95018,"Felton",37.089111,-122.062213,8728
1070,95019,"Freedom",36.936228,-121.785559,4753
1071,95020,"Gilroy",37.03889,-121.528955,49968
1072,95030,"Los Gatos",37.222842,-121.988727,13290
