churn_label,age,tenure_months,has_internet_service,has_phone_service,has_premium_tech_support,has_online_security,contract_type,paperless_billing,total_monthly_fee,total_charges_quarter
1,64,42,1,1,0,0,0,1,101.75,4273.45
1,72,40,1,0,0,1,0,1,55.8,2109.35
0,69,72,1,1,1,0,2,1,110.8,7882.25
0,61,35,1,1,1,0,1,1,73.45,2661.1
1,33,1,0,1,0,0,0,0,20.1,20.1
0,63,34,1,1,0,0,0,1,84.05,2909.95
0,26,72,1,1,1,1,2,1,116.6,8337.45
1,52,22,1,1,0,0,0,1,94.7,1914.9
0,24,35,1,1,0,1,1,0,61.2,2021.2
0,54,14,1,1,0,0,0,1,55.5,767.55
0,71,45,1,1,1,1,2,1,97.05,4385.05
1,61,1,1,1,0,0,0,1,50.75,50.75
0,29,32,1,1,0,1,1,1,90.8,3023.85
0,35,15,0,1,0,0,1,1,19.5,239.75
1,24,16,0,1,0,0,0,0,20.25,327.45
0,25,26,1,0,1,0,0,0,35.75,1022.5
0,62,56,1,1,0,1,1,0,65.2,3512.15
1,38,57,1,1,0,1,2,1,112.95,6465.0
0,80,11,1,1,0,0,0,1,79.15,827.7
1,22,4,1,1,0,0,0,0,80.85,302.75
0,33,9,1,1,1,0,0,1,59.5,530.05
0,44,46,1,0,0,1,1,1,30.75,1489.3
0,38,68,1,1,1,1,2,1,90.8,6302.85
1,57,1,1,1,0,0,0,1,69.35,69.35
1,62,1,1,1,0,0,0,1,55.7,55.7
0,64,43,1,1,1,0,1,1,64.85,2908.2
0,34,24,1,0,1,1,2,1,52.5,1208.15
1,80,25,1,1,0,1,1,1,89.05,2177.45
0,62,17,1,1,0,0,0,0,80.05,1345.65
0,24,12,1,0,0,0,0,1,49.85,617.15
0,19,14,1,1,1,0,1,0,59.1,772.85
0,19,51,1,1,1,0,1,1,111.5,5703.25
0,43,11,0,1,0,0,0,1,20.45,250.8
1,31,3,1,1,0,0,0,1,70.3,208.85
0,39,6,1,1,1,0,0,1,48.8,297.35
0,50,4,1,0,1,1,0,0,42.4,146.4
1,62,6,0,1,0,0,0,0,19.5,146.3
1,29,1,1,0,0,0,0,0,25.2,25.2
0,36,13,1,1,1,1,0,0,67.8,842.25
0,25,25,1,1,1,1,0,1,71.05,1837.7
0,27,3,0,1,0,0,0,0,24.6,86.35
1,74,2,1,1,0,0,0,1,79.75,159.4
0,39,71,1,1,1,1,2,1,86.1,6045.9
0,76,43,1,1,0,1,0,1,94.5,4156.8
1,38,17,1,1,0,1,0,1,104.2,1743.5
1,40,3,1,1,1,0,0,1,97.9,315.3
0,29,55,1,1,0,0,0,0,85.5,4713.4
1,40,9,1,1,0,0,0,1,77.65,714.15
0,33,22,1,1,1,1,0,1,59.05,1253.5
0,61,7,0,1,0,0,0,0,20.65,158.95
0,23,71,1,1,0,1,1,1,104.65,7288.4
0,27,28,1,1,1,1,1,0,54.35,1426.45
0,34,26,1,1,0,1,0,1,92.4,2349.8
0,35,31,1,0,0,0,1,1,50.05,1523.4
0,56,4,1,0,0,1,0,0,38.55,156.1
0,59,55,1,1,0,1,1,1,94.75,5276.1
1,40,1,1,1,0,0,0,0,59.2,59.2
0,31,4,1,1,1,0,0,1,100.85,399.25
0,46,70,1,0,1,1,2,1,49.85,3370.2
0,61,30,1,0,0,0,0,1,44.5,1307.8
1,53,3,1,1,0,0,0,0,69.65,220.1
0,62,20,0,1,0,0,2,1,19.7,419.4
0,37,35,0,1,0,0,2,0,20.1,655.3
0,50,65,1,1,0,1,0,1,111.05,7107.0
0,56,72,1,0,1,1,2,0,65.5,4919.7
0,57,71,1,1,1,1,1,0,85.45,6300.85
0,42,45,1,1,0,0,0,1,89.3,4192.15
1,29,1,1,1,0,1,0,1,95.6,95.6
0,20,31,1,0,0,0,0,0,25.0,789.2
0,47,8,1,1,0,1,0,1,51.3,411.6
0,30,42,1,1,0,1,0,0,54.5,2301.15
0,23,61,1,1,1,1,2,1,68.05,4158.25
0,53,58,1,0,0,0,1,1,45.0,2689.35
1,26,2,1,1,0,0,0,0,68.95,119.75
0,41,7,0,1,0,0,1,0,20.25,129.15
1,42,14,1,1,0,1,0,1,65.45,937.6
0,30,65,0,1,0,0,2,0,19.9,1292.6
0,73,14,1,1,0,0,2,1,75.1,1013.35
0,33,5,1,1,0,1,0,1,90.35,434.5
0,43,68,1,1,1,0,1,1,100.3,6754.35
1,53,42,1,1,0,0,0,1,77.95,3384.0
0,42,68,1,0,0,1,2,1,54.1,3794.5
0,40,29,0,1,0,0,1,0,19.1,529.5
0,26,70,0,1,0,0,2,0,19.45,1303.5
0,23,69,0,1,0,0,1,1,26.3,1763.55
0,22,52,0,1,0,0,2,0,20.1,1078.75
0,68,7,1,1,0,0,0,1,74.85,485.25
0,57,72,1,1,1,0,2,0,85.95,6151.9
0,33,27,1,1,1,0,0,1,85.2,2151.6
0,20,41,1,1,0,1,1,1,60.3,2511.3
1,55,3,1,1,0,0,0,1,74.1,228.0
0,75,65,1,0,0,0,2,1,53.5,3517.9
1,25,1,1,1,0,0,0,1,80.55,80.55
0,58,62,1,1,1,1,1,1,70.75,4263.45
0,44,18,0,1,0,0,0,0,19.65,391.7
0,21,1,0,1,0,0,0,0,25.4,25.4
0,25,27,1,0,0,0,1,1,45.85,1246.4
0,55,62,0,1,0,0,2,0,20.65,1218.45
0,40,41,1,1,0,0,1,1,56.3,2364.0
1,34,67,1,1,0,0,1,0,87.4,5918.8
0,75,11,1,1,1,0,2,1,111.4,1183.05
0,32,56,1,1,1,1,1,1,60.25,3282.75
1,25,1,1,1,0,0,0,1,55.0,55.0
0,66,65,1,1,0,1,1,1,100.75,6674.65
0,23,10,1,1,1,1,1,0,73.55,693.3
1,20,9,1,1,1,1,0,0,65.0,663.05
1,64,5,1,1,0,1,0,1,84.5,453.75
0,26,71,1,1,1,1,2,0,91.05,6293.75
0,51,47,1,1,0,0,0,1,106.35,4849.1
0,37,31,1,1,1,1,0,0,89.3,2823.0
0,42,32,0,1,0,0,1,0,19.3,593.2
0,20,37,0,1,0,0,0,0,19.35,683.75
0,19,33,1,1,0,0,0,1,66.4,2245.4
0,47,70,1,1,0,0,1,1,106.5,7397.0
0,44,66,1,1,1,1,1,1,104.55,6779.05
0,45,67,0,1,0,0,1,1,19.45,1195.95
1,44,53,1,1,0,1,1,1,106.95,5785.5
0,28,69,0,1,0,0,2,0,20.2,1412.65
0,42,37,1,1,0,1,1,0,64.65,2347.85
0,38,46,1,1,0,0,0,0,72.8,3249.4
1,73,43,1,1,0,0,0,1,103.0,4414.3
0,40,1,0,1,0,0,0,1,19.65,19.65
0,60,42,1,1,1,0,0,1,85.9,3729.75
0,42,71,0,1,0,0,2,0,24.7,1810.55
0,21,61,1,1,1,1,1,0,84.9,5264.5
0,19,55,1,1,0,1,1,1,100.9,5552.05
0,66,72,1,1,1,1,2,1,107.4,7748.75
1,39,65,1,1,0,1,1,0,89.75,5769.6
0,66,34,1,1,0,0,0,1,75.55,2425.4
0,64,66,1,0,1,1,2,1,47.4,3177.25
0,34,60,1,0,1,0,0,1,60.2,3582.4
0,40,50,0,1,0,0,2,0,20.15,970.85
0,63,60,0,1,0,0,2,0,25.0,1505.05
1,80,14,1,1,0,0,0,1,104.85,1531.4
0,32,24,0,1,0,0,2,0,19.75,483.15
0,46,31,1,1,0,0,0,0,88.65,2683.2
0,69,41,1,1,1,0,1,1,101.1,4016.2
0,47,19,0,1,0,0,0,0,19.9,367.55
0,80,30,1,1,0,1,1,1,74.75,2111.3
0,30,8,0,1,0,0,2,0,20.15,165.5
0,57,37,1,1,1,1,2,1,62.8,2278.75
0,76,27,1,1,1,0,0,0,83.85,2310.2
0,50,47,0,1,0,0,2,0,20.25,1029.8
0,55,38,1,1,1,1,1,0,70.6,2708.2
0,43,12,1,1,0,0,0,1,76.6,893.0
0,34,1,1,0,1,0,0,0,29.15,29.15
1,66,40,1,0,0,0,0,1,39.3,1637.4
1,53,1,1,1,0,0,0,0,70.5,70.5
0,67,65,1,1,1,1,2,1,109.05,7108.2
0,40,56,0,1,0,0,2,1,24.95,1468.9
0,28,56,1,1,0,1,1,1,100.55,5514.95
0,54,2,1,1,0,1,0,0,60.95,134.6
0,57,60,1,1,1,0,0,1,103.75,5969.95
0,42,10,1,1,0,1,1,0,70.3,676.15
1,63,1,1,1,0,0,0,1,74.6,74.6
0,20,59,1,1,1,1,1,1,107.0,6152.3
1,73,6,1,1,0,1,0,1,85.15,503.6
1,50,1,1,1,0,0,0,1,69.8,69.8
1,45,1,0,1,0,0,0,0,20.2,20.2
0,52,59,1,1,0,1,1,1,109.15,6557.75
1,62,1,0,1,0,0,0,0,19.95,19.95
0,37,9,0,1,0,0,0,0,19.7,180.7
0,50,20,1,1,0,1,0,1,89.1,1879.25
0,40,46,0,1,0,0,2,0,19.95,862.4
0,59,13,1,1,0,0,1,1,64.75,877.35
0,58,4,1,1,1,0,0,1,50.8,202.3
0,23,31,0,1,0,0,1,0,20.95,683.25
0,59,13,1,0,0,1,0,1,30.85,394.1
0,37,8,1,1,0,1,0,1,65.5,573.15
0,45,62,0,1,0,0,2,0,20.45,1297.35
0,60,14,1,1,0,0,0,0,70.2,1046.5
0,48,8,0,1,0,0,2,0,19.5,159.35
1,74,8,1,1,0,0,0,1,80.65,633.3
0,22,66,1,1,0,1,0,1,67.45,4508.65
0,67,34,1,1,0,0,2,0,69.15,2275.1
0,53,72,0,1,0,0,2,0,24.3,1643.25
0,51,71,1,1,1,1,2,0,80.6,5708.2
1,44,1,0,1,0,0,0,1,20.3,20.3
0,39,36,1,1,0,1,0,1,104.5,3684.95
0,57,52,0,1,0,0,1,0,20.65,1022.95
0,37,7,1,0,1,1,0,0,34.65,246.6
0,36,37,0,1,0,0,1,0,20.15,785.75
0,24,61,0,1,0,0,2,0,20.55,1305.95
0,45,18,0,1,0,0,2,0,25.3,454.65
0,59,38,1,1,1,1,1,0,74.05,2802.3
0,41,52,0,1,0,0,1,0,19.6,1012.4
0,37,72,1,1,1,1,2,1,110.9,8240.85
1,47,59,1,1,1,1,0,1,106.75,6252.9
0,30,39,0,1,0,0,2,0,20.15,826.0
0,63,38,1,1,0,0,0,1,69.5,2625.25
1,58,28,1,1,0,0,0,1,81.05,2227.1
0,35,46,1,0,1,0,1,0,33.7,1537.85
0,27,11,1,1,0,0,0,0,72.9,818.45
0,40,66,1,1,0,1,1,1,103.15,7031.3
1,68,1,1,0,0,0,0,1,25.7,25.7
0,60,1,1,1,0,0,0,1,85.0,85.0
0,59,52,1,1,0,0,1,1,50.95,2610.65
0,28,1,1,1,0,0,0,0,74.6,74.6
0,37,17,1,1,1,0,0,1,92.7,1556.85
0,36,68,1,1,1,0,2,0,85.3,5560.0
0,45,54,0,1,0,0,2,0,20.1,1079.45
0,19,8,0,1,0,0,2,0,19.5,162.15
0,38,55,1,1,0,1,0,1,50.55,2832.75
0,49,54,1,1,1,1,2,1,108.0,5760.65
1,56,3,1,0,0,0,0,1,50.6,155.35
0,25,72,1,0,0,1,2,0,38.5,2763.0
0,50,1,1,1,0,0,0,1,45.55,45.55
0,42,24,0,1,0,0,2,0,24.7,571.75
0,76,42,1,1,0,0,1,1,95.05,3944.5
1,53,2,1,0,1,0,0,1,30.9,59.05
0,57,21,1,1,0,0,0,0,54.6,1125.2
0,52,36,1,1,0,0,1,1,104.8,3886.45
0,72,25,1,1,0,0,2,0,88.4,2191.15
1,57,43,1,1,0,0,0,0,56.15,2499.3
0,35,51,1,1,1,0,1,1,78.65,3950.85
0,49,54,1,1,1,0,1,1,70.7,3770.0
0,55,4,0,1,0,0,0,1,19.95,59.25
0,56,71,1,1,1,0,2,1,83.3,5894.5
0,68,31,1,1,0,0,2,1,84.85,2633.4
1,31,4,1,0,0,0,0,1,24.45,86.6
0,61,53,1,1,1,1,2,1,69.7,3729.6
0,42,22,0,1,0,0,1,0,20.3,475.1
1,49,1,1,1,0,0,0,1,56.25,56.25
0,27,61,1,1,1,0,2,1,81.0,4976.15
1,67,43,1,1,1,1,0,1,108.15,4600.7
1,32,22,1,1,1,0,0,0,55.15,1206.05
0,68,35,1,1,0,1,1,1,94.55,3365.4
0,23,23,1,1,1,0,0,0,83.2,2032.3
0,73,35,1,1,0,0,1,1,100.8,3437.5
0,46,60,1,0,1,1,2,0,59.85,3590.2
0,46,5,1,0,0,0,0,1,50.95,229.4
0,62,27,0,1,0,0,2,1,20.25,538.2
0,20,64,1,1,0,1,1,1,73.05,4688.65
0,37,60,0,1,0,0,2,0,20.55,1205.05
0,41,31,1,1,1,0,2,0,99.45,3109.9
1,39,10,1,1,0,0,0,1,74.75,799.65
0,40,9,1,1,0,0,0,1,94.05,811.65
0,47,72,1,1,1,1,2,0,114.55,8306.05
0,67,18,1,1,0,0,0,1,80.55,1411.65
1,46,3,1,1,0,0,0,1,85.3,264.8
0,62,60,1,1,1,1,1,0,79.0,4801.1
0,24,72,1,1,1,1,2,0,78.85,5763.15
0,46,14,1,1,0,0,0,1,84.8,1203.9
0,69,72,1,1,1,1,2,1,112.9,8061.5
1,79,45,1,1,0,1,1,0,62.7,2791.5
1,24,21,1,1,1,0,0,1,111.2,2317.1
0,22,70,1,0,1,0,2,0,57.8,4039.3
0,20,8,0,1,0,0,1,0,19.8,160.05
1,53,29,1,0,0,0,0,1,30.6,856.35
1,28,3,1,1,0,0,0,1,79.4,244.65
0,55,40,1,0,1,0,1,0,36.0,1382.9
1,74,41,1,1,0,1,0,1,83.75,3273.55
0,22,61,0,1,0,0,1,1,20.55,1252.0
1,45,11,1,1,0,0,0,1,100.75,1129.75
0,60,29,1,1,1,0,2,0,75.55,2054.4
0,39,46,0,1,0,0,1,0,24.95,1165.9
0,49,30,0,1,0,0,2,0,19.3,602.9
0,56,10,0,1,0,0,0,1,19.9,199.45
0,68,38,1,1,0,0,2,0,94.75,3653.0
1,34,19,1,1,1,0,0,0,103.3,2012.7
0,59,46,0,1,0,0,0,0,19.6,851.2
0,32,16,1,1,1,1,2,0,68.25,1114.85
0,37,26,1,1,0,0,0,1,80.7,2193.0
0,54,9,1,1,0,0,0,1,73.8,704.3
0,23,37,1,0,1,1,1,1,40.2,1525.35
1,66,65,1,1,0,0,1,1,106.25,6979.8
0,60,61,1,1,0,0,0,0,89.2,5500.6
0,23,13,0,1,0,0,2,0,20.0,268.45
0,64,69,0,1,0,0,2,0,20.15,1337.5
0,69,24,1,1,0,0,2,1,96.55,2263.45
0,42,72,0,1,0,0,2,0,24.9,1859.2
1,34,2,1,1,0,0,0,0,95.65,167.3
1,51,48,1,1,1,1,1,1,60.35,2896.4
0,48,19,0,1,0,0,2,0,20.15,387.7
1,61,5,1,1,0,0,0,1,81.0,389.6
0,41,44,1,1,0,0,0,0,68.85,2958.95
1,19,34,1,1,1,1,0,0,62.65,2274.9
0,36,25,0,1,0,0,2,1,18.7,383.65
0,77,53,1,1,1,0,1,1,94.0,4871.45
0,40,54,1,1,1,0,0,1,86.2,4524.05
1,39,16,1,1,0,0,0,1,95.6,1555.65
0,42,1,0,1,0,0,0,1,20.25,20.25
0,35,61,1,1,0,0,2,1,101.05,5971.25
0,42,19,1,1,1,1,0,1,88.8,1672.35
0,20,5,0,1,0,0,0,0,19.45,86.05
0,25,11,1,1,0,0,0,1,59.65,683.25
0,64,10,1,0,1,1,2,0,56.05,560.5
0,25,71,0,1,0,0,2,0,23.9,1663.5
0,49,5,0,1,0,0,0,0,20.55,96.1
1,37,16,1,1,1,0,0,1,89.05,1448.6
0,37,5,1,1,0,0,0,1,64.0,370.25
0,43,25,0,1,0,0,0,1,20.15,536.35
0,42,45,0,1,0,0,2,1,20.0,886.4
0,26,33,1,1,0,1,0,1,90.65,2989.6
0,42,64,0,1,0,0,2,0,19.55,1240.15
1,44,8,0,1,0,0,1,1,19.75,145.0
0,32,65,1,1,1,0,1,1,108.05,7118.9
0,37,1,0,1,0,0,0,1,19.2,19.2
0,29,1,0,1,0,0,0,0,20.75,20.75
0,66,51,0,1,0,0,2,0,19.6,967.9
0,22,72,1,1,1,1,1,1,104.9,7537.5
0,77,22,1,1,0,1,1,0,81.7,1820.9
0,32,67,0,1,0,0,2,0,19.95,1311.75
0,65,30,1,1,0,0,0,0,77.9,2351.45
0,44,12,0,1,0,0,2,0,19.7,258.35
0,62,70,1,1,0,1,0,1,97.55,6669.05
1,20,3,1,0,0,0,0,0,35.2,108.95
0,39,41,0,1,0,0,1,1,20.25,865.0
1,32,8,1,1,0,0,0,1,83.55,680.05
1,55,49,1,1,0,0,0,0,84.5,4254.85
0,31,5,0,1,0,0,0,0,19.95,107.05
1,51,6,1,1,0,1,0,1,79.05,434.5
1,78,20,1,1,0,0,0,0,71.3,1389.2
0,38,17,0,1,0,0,1,0,19.9,323.15
0,37,39,1,0,1,1,1,1,40.3,1630.4
0,43,46,1,1,0,0,0,1,80.0,3769.7
0,42,45,1,1,0,0,0,1,50.25,2221.55
0,62,66,0,1,0,0,2,1,19.75,1344.5
0,38,51,0,1,0,0,1,0,19.4,997.75
0,22,33,0,1,0,0,1,0,24.15,800.3
0,37,57,1,1,0,0,0,1,100.6,5611.7
0,53,68,1,0,1,0,0,0,44.95,3085.35
0,61,25,0,1,0,0,0,1,25.4,546.85
0,40,11,0,1,0,0,0,0,20.3,246.3
0,60,15,1,1,0,0,0,1,83.2,1130.0
1,44,3,1,1,0,0,0,1,74.25,210.3
0,60,23,0,1,0,0,1,0,19.3,486.2
0,33,35,0,1,0,0,2,0,19.25,677.9
0,38,2,1,1,1,0,0,1,54.35,117.05
0,33,23,1,1,0,0,0,0,90.15,2044.95
0,61,58,1,1,0,0,1,0,50.3,2878.55
1,62,25,0,1,0,0,1,0,25.3,676.35
1,30,2,1,1,0,0,0,1,76.5,162.45
0,24,52,0,1,0,0,1,1,20.4,1090.65
0,72,66,1,1,0,0,1,0,108.1,7238.6
0,58,45,1,1,0,1,1,0,96.75,4442.75
0,58,16,1,1,0,0,0,1,80.55,1248.9
1,65,14,1,1,0,0,0,1,78.95,1101.85
1,46,57,1,1,0,1,1,1,70.1,3913.3
0,57,64,1,1,1,0,2,1,68.3,4378.8
1,76,32,1,1,1,0,0,1,104.9,3351.55
0,63,18,1,1,0,0,0,0,74.15,1387.0
0,45,62,0,1,0,0,2,1,19.2,1123.65
1,66,1,1,1,0,1,0,1,55.8,55.8
0,26,8,0,1,0,0,0,0,19.95,170.9
0,69,50,1,1,0,1,0,1,70.35,3454.6
0,24,47,0,1,0,0,2,0,19.3,890.5
0,25,32,1,1,0,1,0,0,89.6,2901.8
0,39,72,1,1,1,1,2,0,80.2,5714.2
0,40,64,1,1,0,1,1,1,66.15,4392.5
0,46,20,0,1,0,0,0,1,18.9,347.65
0,42,67,1,1,0,1,2,1,54.2,3838.2
0,52,63,1,1,0,0,2,1,104.75,6536.5
0,27,64,1,1,1,1,1,1,108.5,6880.85
0,60,39,1,1,0,1,1,0,59.8,2343.85
0,20,7,1,1,0,1,0,0,50.7,350.35
1,77,56,1,1,1,0,1,1,111.95,6418.9
0,55,39,1,1,0,1,0,1,106.4,4040.65
0,52,14,1,1,1,0,0,1,69.65,921.4
0,61,6,1,0,1,0,2,0,40.55,217.5
1,48,11,1,1,0,0,0,1,97.85,1105.4
1,53,67,1,1,1,1,1,1,118.35,7804.15
0,42,69,1,1,1,1,2,0,90.65,6322.1
1,47,6,1,1,0,0,0,1,83.55,477.55
0,66,62,1,1,1,0,1,1,110.75,7053.35
1,41,1,1,1,0,0,0,0,78.65,78.65
1,58,1,1,1,0,0,0,0,79.55,79.55
1,59,9,0,1,0,0,0,1,18.95,185.6
0,27,10,0,1,0,0,0,1,20.55,252.75
0,38,43,1,1,1,0,1,0,55.45,2444.25
1,44,1,1,1,0,0,0,1,69.2,69.2
1,44,14,1,1,0,0,0,1,80.45,1072.0
1,39,18,0,1,0,0,1,0,20.15,390.85
0,61,3,1,1,1,1,0,1,82.3,214.4
0,41,61,1,1,1,0,1,1,98.45,6145.2
0,25,27,1,1,0,0,0,0,90.15,2423.4
0,32,50,0,1,0,0,2,0,20.55,1067.65
0,48,61,0,1,0,0,2,0,25.45,1538.6
0,27,49,1,1,0,0,1,1,93.65,4520.15
1,63,52,1,1,1,0,2,1,96.25,4990.25
0,36,27,0,1,0,0,1,0,19.15,501.35
1,39,5,1,1,1,0,0,0,67.95,350.3
0,22,32,0,1,0,0,0,1,19.45,674.55
0,47,64,1,1,0,1,0,0,81.05,5135.35
1,30,64,1,1,1,0,1,1,105.65,6903.1
0,41,19,0,1,0,0,0,1,20.0,377.55
0,50,1,1,0,0,0,1,0,25.85,25.85
0,75,55,1,1,0,0,1,1,100.15,5409.75
0,35,16,0,1,0,0,1,0,20.1,296.15
0,36,46,1,1,0,0,0,1,45.2,2065.15
0,59,6,1,1,0,0,0,1,69.1,435.0
0,59,63,0,1,0,0,2,1,19.15,1177.05
0,20,51,1,1,1,1,2,1,83.85,4307.1
0,42,72,1,1,1,1,2,0,92.3,6719.9
1,71,8,1,1,0,0,0,1,92.1,729.95
0,58,44,1,1,1,0,0,1,54.9,2549.1
1,23,57,1,0,0,0,0,1,39.3,2111.45
1,32,16,1,1,0,0,0,1,73.85,1284.2
0,55,27,1,1,1,0,0,0,59.45,1611.65
0,62,26,1,1,1,0,0,1,84.3,2281.6
0,27,30,1,1,0,0,0,0,100.45,3096.9
0,19,41,1,1,0,1,0,1,94.3,3893.6
0,25,61,1,1,1,1,1,1,118.6,7365.7
0,40,39,0,1,0,0,2,0,19.75,757.95
0,21,33,1,1,1,0,0,0,88.6,2888.7
1,53,18,1,1,0,0,0,1,94.7,1687.95
1,36,10,1,1,0,0,0,1,70.3,738.2
0,46,67,1,1,1,0,2,1,69.9,4615.9
1,25,24,1,0,0,0,0,1,54.15,1240.25
1,41,66,1,1,0,0,1,1,102.45,6615.15
0,22,51,1,1,1,1,1,1,81.15,4126.2
0,57,9,0,1,0,0,0,0,20.25,186.15
0,43,7,0,1,0,0,0,0,20.35,150.6
0,25,5,1,1,0,0,0,0,80.2,384.25
0,63,50,1,1,1,0,2,0,69.5,3418.2
0,53,27,0,1,0,0,2,0,19.55,520.55
1,41,48,1,1,0,0,1,1,82.05,4029.95
0,34,8,1,1,1,1,0,0,66.05,574.5
0,64,35,0,1,0,0,2,1,20.2,684.4
0,52,10,0,1,0,0,0,1,21.2,222.65
0,30,35,0,1,0,0,1,0,19.65,708.8
0,57,12,1,1,0,0,1,0,95.7,1184.0
0,48,24,1,1,0,0,0,1,104.15,2494.65
0,68,72,1,1,1,1,2,0,78.45,5682.25
0,50,1,0,1,0,0,0,0,19.8,19.8
0,44,33,1,1,0,0,0,1,100.0,3320.6
1,41,44,1,1,1,0,0,0,100.55,4398.15
0,40,38,0,1,0,0,0,0,19.6,717.3
1,52,18,1,1,0,0,0,0,95.15,1779.95
0,58,27,1,1,1,1,1,0,81.7,2212.55
0,57,71,1,1,0,1,2,1,106.75,7283.25
1,52,39,1,1,0,0,0,1,103.45,3994.45
1,79,21,1,1,0,0,0,1,96.8,2030.3
0,22,10,0,1,0,0,1,1,19.95,219.5
1,56,1,1,1,0,0,0,0,70.75,70.75
1,43,3,1,1,1,1,0,1,55.1,154.65
0,47,17,1,1,0,1,0,0,65.75,1111.2
1,79,9,1,1,0,0,0,1,80.85,751.65
0,22,15,1,1,1,0,0,1,59.65,867.1
0,47,8,1,1,0,1,0,1,66.7,579.0
0,46,23,1,1,0,0,0,1,93.5,2341.55
1,45,2,1,1,0,0,0,1,70.95,137.95
1,32,7,1,1,0,0,0,0,95.0,655.5
0,42,65,1,1,1,0,2,1,79.4,5071.9
0,41,68,1,1,0,1,2,1,105.25,7173.15
0,25,59,0,1,0,0,2,0,25.0,1510.5
1,46,3,1,0,0,1,0,0,29.7,91.7
0,32,18,1,1,0,1,0,1,87.9,1500.5
1,44,2,1,1,0,0,0,0,62.05,118.3
0,23,29,0,1,0,0,1,0,20.0,540.05
0,39,2,1,1,0,0,0,1,91.45,171.45
1,80,1,1,1,0,0,0,1,75.35,75.35
0,27,17,1,1,0,0,1,0,44.6,681.4
0,40,5,1,0,0,0,0,0,25.05,125.5
0,31,67,1,1,1,0,2,0,103.15,6895.5
0,61,2,1,1,0,0,0,0,69.0,147.8
0,51,2,1,0,1,0,0,0,29.05,44.75
0,34,10,1,1,0,0,0,1,45.8,436.2
1,26,47,1,1,0,0,0,1,83.35,4065.0
1,34,1,1,1,0,0,0,1,80.8,80.8
0,59,63,1,1,1,1,1,0,70.8,4448.8
0,56,2,1,1,0,0,0,0,44.9,111.05
1,62,11,0,1,0,0,0,0,20.1,221.35
0,39,29,1,1,1,0,0,0,89.65,2623.65
1,39,1,1,1,0,0,0,0,46.3,46.3
0,66,50,1,1,1,0,1,1,106.8,5347.95
1,50,12,1,1,1,0,0,0,50.25,593.75
0,37,40,1,1,0,0,1,1,106.0,4178.65
1,69,25,1,1,0,0,0,1,89.5,2196.15
0,27,46,1,0,0,1,0,0,35.05,1620.25
1,38,4,1,1,1,0,0,0,56.5,235.1
0,53,22,1,1,0,0,0,1,88.75,1885.15
0,51,62,1,1,1,1,2,0,86.1,5215.25
0,61,71,0,1,0,0,2,0,25.0,1753.0
0,41,72,1,1,1,1,2,0,89.75,6595.9
0,52,53,1,1,0,1,1,0,98.6,5311.85
1,53,9,1,1,0,0,0,1,90.8,809.75
0,28,17,0,1,0,0,1,0,20.75,418.25
0,61,64,1,1,1,1,2,1,104.05,6605.55
1,40,9,1,1,0,0,0,1,79.55,723.4
0,48,17,1,0,0,0,0,1,35.65,646.05
0,38,39,1,1,0,1,2,1,100.45,3801.7
1,55,42,1,0,1,0,1,0,33.55,1445.3
0,44,18,1,1,0,1,0,1,75.4,1380.4
0,37,5,1,1,0,0,0,1,85.3,420.45
0,23,12,1,1,0,0,0,1,79.95,1043.4
0,23,26,1,1,0,1,0,0,81.95,2070.05
0,69,29,1,1,0,0,0,1,103.95,2964.8
1,59,50,1,1,0,0,0,1,84.4,4116.15
0,54,51,1,1,0,0,0,0,81.0,4085.75
0,55,21,1,1,0,1,1,0,64.85,1336.8
0,47,30,1,1,1,1,0,0,66.3,1923.5
0,28,55,1,1,1,1,2,0,56.8,3112.05
1,30,11,1,1,0,1,0,1,73.5,791.75
1,62,10,1,1,0,1,0,1,100.25,1064.65
0,73,72,1,1,1,0,2,0,77.35,5396.25
0,43,4,1,1,0,1,0,0,90.65,367.95
0,44,15,1,1,0,1,0,1,84.35,1302.65
0,53,4,0,1,0,0,0,1,20.15,68.45
1,43,1,0,1,0,0,0,0,19.65,19.65
0,77,39,1,1,0,1,1,0,99.1,3877.95
0,51,72,1,1,1,1,2,1,108.3,7679.65
0,28,26,1,1,0,0,0,0,45.45,1233.15
0,55,71,0,1,0,0,2,0,23.85,1672.1
1,25,10,1,1,0,0,0,1,94.9,1048.85
0,49,1,1,1,0,0,0,1,80.55,80.55
1,25,1,1,1,0,0,0,1,84.65,84.65
0,54,15,1,1,0,0,0,1,68.6,1108.6
0,25,72,1,1,0,1,2,0,64.45,4720.0
0,75,71,1,1,0,0,2,0,104.05,7413.55
1,25,2,1,1,0,0,0,0,79.7,165.0
0,59,1,0,1,0,0,0,0,18.85,18.85
1,62,3,1,0,0,0,0,0,25.25,58.9
1,58,50,1,1,1,1,1,0,108.55,5610.7
0,29,1,0,1,0,0,0,0,20.3,20.3
0,20,56,1,0,1,0,1,1,54.05,2959.8
0,74,5,1,0,1,0,2,0,45.4,214.75
0,31,25,0,1,0,0,2,0,25.5,630.6
0,29,72,0,1,0,0,2,0,20.3,1401.15
0,29,19,0,1,0,0,2,0,20.5,398.55
0,25,54,1,1,1,1,2,1,65.65,3566.7
0,38,10,1,1,0,1,0,1,51.65,524.5
0,77,59,1,0,1,1,2,1,64.05,3886.85
